ID	Pop.total	Pop.term	Study.total	Study.term	p	p.adjusted	p.min	name
GO:0032970	6178	41	187	2	0.35371490551861773	1.0	1.436927071006873E-106	"regulation of actin filament-based process"
GO:0016586	6178	16	187	2	0.08284253102240917	1.0	4.736917559957599E-48	"RSC complex"
GO:0016587	6178	4	187	1	0.11571452360284812	1.0	1.6490790983396384E-14	"Isw1 complex"
GO:0032984	6178	88	187	8	0.004929129693184423	1.0	8.791518537120072E-200	"macromolecular complex disassembly"
GO:0032986	6178	20	187	2	0.12138342140849456	1.0	3.8241685939355216E-58	"protein-DNA complex disassembly"
GO:0032989	6178	107	187	6	0.10488884071953605	1.0	7.394581686290755E-234	"cellular component morphogenesis"
GO:0032990	6178	3	187	1	0.08809906199907538	1.0	2.5457658580480047E-11	"cell part morphogenesis"
GO:0032991	6178	2129	187	70	0.21385715497242164	1.0	0.0	"macromolecular complex"
GO:0032993	6178	65	187	2	0.590591296766479	1.0	4.54931124389748E-156	"protein-DNA complex"
GO:0000226	6178	106	187	3	0.6278815566602337	1.0	4.196252336365329E-232	"microtubule cytoskeleton organization"
GO:0032995	6178	3	187	1	0.08809906199907538	1.0	2.5457658580480047E-11	"regulation of fungal-type cell wall biogenesis"
GO:0000228	6178	308	187	10	0.45666290743250687	1.0	0.0	"nuclear chromosome"
GO:0016614	6178	83	187	2	0.7220027073966979	1.0	1.5704392480038462E-190	"oxidoreductase activity, acting on CH-OH group of donors"
GO:0016616	6178	76	187	2	0.6756795678314229	1.0	2.355873899886469E-177	"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor"
GO:0098552	6178	29	187	1	0.5907417804831078	1.0	1.0978276143602658E-79	"side of membrane"
GO:0098554	6178	1	187	1	0.03026869537064487	1.0	1.6186468112627334E-4	"cytoplasmic side of endoplasmic reticulum membrane"
GO:0098562	6178	21	187	1	0.47613678292767236	1.0	1.3041172535385284E-60	"cytoplasmic side of membrane"
GO:0016651	6178	29	187	2	0.2185453484173798	1.0	1.0978276143602658E-79	"oxidoreductase activity, acting on NAD(P)H"
GO:0033036	6178	875	187	39	0.007147067746361719	1.0	0.0	"macromolecule localization"
GO:0000268	6178	4	187	1	0.11571452360284812	1.0	1.6490790983396384E-14	"peroxisome targeting sequence binding"
GO:0016653	6178	8	187	2	0.02262809808005404	1.0	1.908562572615925E-26	"oxidoreductase activity, acting on NAD(P)H, heme protein as acceptor"
GO:0000271	6178	54	187	2	0.49011310799394237	1.0	5.733472914994473E-134	"polysaccharide biosynthetic process"
GO:0033043	6178	307	187	11	0.32548030386406995	1.0	0.0	"regulation of organelle organization"
GO:0033044	6178	136	187	5	0.3944398253217366	1.0	4.551439590460273E-283	"regulation of chromosome organization"
GO:0033045	6178	60	187	3	0.27262554299489195	1.0	3.9276028946387107E-146	"regulation of sister chromatid segregation"
GO:0000278	6178	389	187	10	0.7496100986228484	1.0	0.0	"mitotic cell cycle"
GO:0033046	6178	43	187	3	0.14013907018124655	1.0	6.891456172239944E-111	"negative regulation of sister chromatid segregation"
GO:0033047	6178	57	187	3	0.2479397520179192	1.0	4.384807891559067E-140	"regulation of mitotic sister chromatid segregation"
GO:0000280	6178	352	187	8	0.8448587715122406	1.0	0.0	"nuclear division"
GO:0033048	6178	42	187	3	0.13315676597546275	1.0	9.83394769132953E-109	"negative regulation of mitotic sister chromatid segregation"
GO:0000281	6178	66	187	2	0.5989651263296247	1.0	4.91173796985331E-158	"mitotic cytokinesis"
GO:0000282	6178	39	187	1	0.6995498640622518	1.0	3.3015311270238543E-102	"cellular bud site selection"
GO:0016667	6178	38	187	1	0.6901119041388519	1.0	5.197795158947777E-100	"oxidoreductase activity, acting on a sulfur group of donors"
GO:0098589	6178	37	187	2	0.30901773705066815	1.0	8.39991054501658E-98	"membrane region"
GO:0098588	6178	859	187	26	0.5331792564544091	1.0	0.0	"bounding membrane of organelle"
GO:0016670	6178	4	187	1	0.11571452360284812	1.0	1.6490790983396384E-14	"oxidoreductase activity, acting on a sulfur group of donors, oxygen as acceptor"
GO:0000287	6178	59	187	2	0.5376614635729176	1.0	4.005500352079559E-144	"magnesium ion binding"
GO:0000288	6178	56	187	2	0.5094974743787215	1.0	4.709437528433595E-138	"nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay"
GO:0000291	6178	19	187	1	0.44281306552813393	1.0	1.1776527184989673E-55	"nuclear-transcribed mRNA catabolic process, exonucleolytic"
GO:0000293	6178	9	187	1	0.24180018292277639	1.0	2.78396485469723E-29	"ferric-chelate reductase activity"
GO:0016679	6178	8	187	1	0.2181024784627171	1.0	1.908562572615925E-26	"oxidoreductase activity, acting on diphenols and related substances as donors"
GO:0016681	6178	8	187	1	0.2181024784627171	1.0	1.908562572615925E-26	"oxidoreductase activity, acting on diphenols and related substances as donors, cytochrome as acceptor"
GO:0000306	6178	10	187	1	0.26478338373289245	1.0	4.5128300449227395E-32	"extrinsic component of vacuolar membrane"
GO:0000313	6178	86	187	3	0.48569849374652857	1.0	4.2609895151956044E-196	"organellar ribosome"
GO:0000314	6178	32	187	1	0.6269618928372902	1.0	1.405935873923537E-86	"organellar small ribosomal subunit"
GO:0000315	6178	48	187	1	0.7726055200832567	1.0	1.6319556419339606E-121	"organellar large ribosomal subunit"
GO:0016705	6178	23	187	2	0.15258740299992746	1.0	1.7410024921125108E-65	"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen"
GO:0000322	6178	262	187	11	0.16965074290017687	1.0	0.0	"storage vacuole"
GO:0000323	6178	262	187	11	0.16965074290017687	1.0	0.0	"lytic vacuole"
GO:0000324	6178	262	187	11	0.16965074290017687	1.0	0.0	"fungal-type vacuole"
GO:0016709	6178	10	187	1	0.26478338373289245	1.0	4.5128300449227395E-32	"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen"
GO:0016712	6178	2	187	1	0.05962594872376672	1.0	5.2408833131183764E-8	"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen"
GO:0000329	6178	178	187	8	0.17099354968618574	1.0	0.0	"fungal-type vacuole membrane"
GO:0016722	6178	12	187	1	0.3086913568937785	1.0	1.5660462930279868E-37	"oxidoreductase activity, oxidizing metal ions"
GO:0016723	6178	9	187	1	0.24180018292277639	1.0	2.78396485469723E-29	"oxidoreductase activity, oxidizing metal ions, NAD or NADP as acceptor"
GO:0033108	6178	31	187	4	0.01349701990023933	1.0	2.7007149428206348E-84	"mitochondrial respiratory chain complex assembly"
GO:0000346	6178	7	187	1	0.19366818091468052	1.0	1.4722174544616286E-23	"transcription export complex"
GO:0000347	6178	5	187	1	0.1424980325259039	1.0	1.3355029950948291E-17	"THO complex"
GO:0098655	6178	81	187	2	0.7093647882827472	1.0	8.576110124490997E-187	"cation transmembrane transport"
GO:0000350	6178	10	187	1	0.26478338373289245	1.0	4.5128300449227395E-32	"generation of catalytic spliceosome for second transesterification step"
GO:0016740	6178	876	187	22	0.8581879099371881	1.0	0.0	"transferase activity"
GO:0098660	6178	79	187	2	0.6962534332413896	1.0	4.922224260320552E-183	"inorganic ion transmembrane transport"
GO:0016741	6178	107	187	3	0.6342442590414663	1.0	7.394581686290755E-234	"transferase activity, transferring one-carbon groups"
GO:0098662	6178	67	187	2	0.607210422838544	1.0	5.384267735282281E-160	"inorganic cation transmembrane transport"
GO:0016746	6178	132	187	4	0.5707122504112765	1.0	1.8567830572986262E-276	"transferase activity, transferring acyl groups"
GO:0016747	6178	106	187	4	0.40041494657596144	1.0	4.196252336365329E-232	"transferase activity, transferring acyl groups other than amino-acyl groups"
GO:0016757	6178	103	187	3	0.6083446806900769	1.0	8.123766712065316E-227	"transferase activity, transferring glycosyl groups"
GO:0016758	6178	81	187	1	0.9184184282992083	1.0	8.576110124490997E-187	"transferase activity, transferring hexosyl groups"
GO:0000375	6178	117	187	2	0.8748443294087435	1.0	3.545202153824399E-251	"RNA splicing, via transesterification reactions"
GO:0000377	6178	110	187	2	0.8516543255870341	1.0	4.281446169344395E-239	"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile"
GO:0000378	6178	1	187	1	0.03026869537064487	1.0	1.6186468112627334E-4	"RNA exon ligation"
GO:0016763	6178	17	187	1	0.4073816267588439	1.0	1.3068419104069593E-50	"transferase activity, transferring pentosyl groups"
GO:0098687	6178	146	187	6	0.2805341726268533	1.0	2.271157072141809E-299	"chromosomal region"
GO:0016769	6178	22	187	1	0.49204752218441294	1.0	4.659831018001235E-63	"transferase activity, transferring nitrogenous groups"
GO:0000386	6178	14	187	1	0.3499902822012758	1.0	7.497895487143899E-43	"second spliceosomal transesterification activity"
GO:0016772	6178	337	187	10	0.5732592298938893	1.0	0.0	"transferase activity, transferring phosphorus-containing groups"
GO:0016773	6178	198	187	9	0.14542402238668145	1.0	0.0	"phosphotransferase activity, alcohol group as acceptor"
GO:0016776	6178	17	187	1	0.4073816267588439	1.0	1.3068419104069593E-50	"phosphotransferase activity, phosphate group as acceptor"
GO:0000393	6178	21	187	1	0.47613678292767236	1.0	1.3041172535385284E-60	"spliceosomal conformational changes to generate catalytic conformation"
GO:0000394	6178	14	187	1	0.3499902822012758	1.0	7.497895487143899E-43	"RNA splicing, via endonucleolytic cleavage and ligation"
GO:0016779	6178	96	187	1	0.9488995974560764	1.0	2.4956892467085424E-214	"nucleotidyltransferase activity"
GO:0016780	6178	14	187	1	0.3499902822012758	1.0	7.497895487143899E-43	"phosphotransferase activity, for other substituted phosphate groups"
GO:0000398	6178	109	187	2	0.848040238830201	1.0	2.3621906183320795E-237	"mRNA splicing, via spliceosome"
GO:0016787	6178	984	187	32	0.35680082386040596	1.0	0.0	"hydrolase activity"
GO:0016788	6178	296	187	4	0.9816116338615604	1.0	0.0	"hydrolase activity, acting on ester bonds"
GO:0016791	6178	101	187	2	0.8161490609899483	1.0	2.8551376333495984E-223	"phosphatase activity"
GO:0000407	6178	46	187	1	0.7580739022117721	1.0	2.719585500435546E-117	"pre-autophagosomal structure"
GO:0000408	6178	5	187	1	0.1424980325259039	1.0	1.3355029950948291E-17	"EKC/KEOPS complex"
GO:0016796	6178	29	187	1	0.5907417804831078	1.0	1.0978276143602658E-79	"exonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 5'-phosphomonoesters"
GO:0000413	6178	14	187	1	0.3499902822012758	1.0	7.497895487143899E-43	"protein peptidyl-prolyl isomerization"
GO:0016798	6178	61	187	1	0.8480523036710681	1.0	3.9160473451005534E-148	"hydrolase activity, acting on glycosyl bonds"
GO:0000422	6178	34	187	1	0.6493186740724352	1.0	4.176802367072219E-91	"mitophagy"
GO:0016810	6178	77	187	4	0.2038623799252389	1.0	2.9728333381028742E-179	"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds"
GO:0016811	6178	41	187	2	0.35371490551861773	1.0	1.436927071006873E-106	"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides"
GO:0098732	6178	27	187	1	0.5646727942794124	1.0	5.114450318230899E-75	"macromolecule deacylation"
GO:0016814	6178	20	187	1	0.45973041522054947	1.0	3.8241685939355216E-58	"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amidines"
GO:0016817	6178	426	187	18	0.09270840969535582	1.0	0.0	"hydrolase activity, acting on acid anhydrides"
GO:0016818	6178	426	187	18	0.09270840969535582	1.0	0.0	"hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides"
GO:0016820	6178	61	187	2	0.5558136640364898	1.0	3.9160473451005534E-148	"hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances"
GO:0033204	6178	2	187	1	0.05962594872376672	1.0	5.2408833131183764E-8	"ribonuclease P RNA binding"
GO:0016829	6178	112	187	2	0.8586497612978611	1.0	1.445812324265441E-242	"lyase activity"
GO:0000445	6178	5	187	1	0.1424980325259039	1.0	1.3355029950948291E-17	"THO complex part of transcription export complex"
GO:0000447	6178	42	187	1	0.7261822467574092	1.0	9.83394769132953E-109	"endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
GO:0033218	6178	44	187	4	0.04306095172921813	1.0	4.9425276540935887E-113	"amide binding"
GO:0016835	6178	47	187	1	0.7654516224137893	1.0	2.084483341804701E-119	"carbon-oxygen lyase activity"
GO:0000460	6178	86	187	1	0.9301886642748762	1.0	4.2609895151956044E-196	"maturation of 5.8S rRNA"
GO:0000462	6178	100	187	1	0.954901686664146	1.0	1.7181709441105147E-221	"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
GO:0016846	6178	8	187	1	0.2181024784627171	1.0	1.908562572615925E-26	"carbon-sulfur lyase activity"
GO:0098771	6178	135	187	7	0.11431471671968359	1.0	2.0223786356652205E-281	"inorganic ion homeostasis"
GO:0000466	6178	86	187	1	0.9301886642748762	1.0	4.2609895151956044E-196	"maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
GO:0098772	6178	295	187	8	0.6768980055929177	1.0	0.0	"molecular function regulator"
GO:0000469	6178	74	187	1	0.8985551482005623	1.0	1.5396963491280211E-173	"cleavage involved in rRNA processing"
GO:0016853	6178	80	187	2	0.7028688600105274	1.0	6.456434510998079E-185	"isomerase activity"
GO:0000470	6178	49	187	1	0.779542350054324	1.0	1.3044996159050566E-123	"maturation of LSU-rRNA"
GO:0033238	6178	21	187	1	0.47613678292767236	1.0	1.3041172535385284E-60	"regulation of cellular amine metabolic process"
GO:0000472	6178	32	187	1	0.6269618928372902	1.0	1.405935873923537E-86	"endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
GO:0033240	6178	10	187	1	0.26478338373289245	1.0	4.5128300449227395E-32	"positive regulation of cellular amine metabolic process"
GO:0016859	6178	16	187	1	0.38883440737864416	1.0	4.736917559957599E-48	"cis-trans isomerase activity"
GO:0000478	6178	52	187	1	0.7991149765357479	1.0	7.516769299407848E-130	"endonucleolytic cleavage involved in rRNA processing"
GO:0000479	6178	52	187	1	0.7991149765357479	1.0	7.516769299407848E-130	"endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
GO:0000480	6178	31	187	1	0.6152575092777073	1.0	2.7007149428206348E-84	"endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
GO:0098787	6178	15	187	1	0.3697099151063564	1.0	1.8246014326231625E-45	"mRNA cleavage involved in mRNA processing"
GO:0016866	6178	24	187	1	0.5224412485347	1.0	6.788636849792917E-68	"intramolecular transferase activity"
GO:0098789	6178	15	187	1	0.3697099151063564	1.0	1.8246014326231625E-45	"pre-mRNA cleavage required for polyadenylation"
GO:0098791	6178	62	187	2	0.5646997825526862	1.0	3.9691831844988114E-150	"Golgi subcompartment"
GO:0016874	6178	143	187	7	0.14208455687040786	1.0	1.6367401135967384E-294	"ligase activity"
GO:0016875	6178	39	187	2	0.33146942708814775	1.0	3.3015311270238543E-102	"ligase activity, forming carbon-oxygen bonds"
GO:0000491	6178	10	187	1	0.26478338373289245	1.0	4.5128300449227395E-32	"small nucleolar ribonucleoprotein complex assembly"
GO:0016876	6178	39	187	2	0.33146942708814775	1.0	3.3015311270238543E-102	"ligase activity, forming aminoacyl-tRNA and related compounds"
GO:0033260	6178	39	187	3	0.11299507971386942	1.0	3.3015311270238543E-102	"nuclear DNA replication"
GO:0098797	6178	18	187	1	0.4253689073615104	1.0	3.8180740768516367E-53	"plasma membrane protein complex"
GO:0000492	6178	8	187	1	0.2181024784627171	1.0	1.908562572615925E-26	"box C/D snoRNP assembly"
GO:0098796	6178	304	187	10	0.4401040680698021	1.0	0.0	"membrane protein complex"
GO:0033262	6178	7	187	1	0.19366818091468052	1.0	1.4722174544616286E-23	"regulation of nuclear cell cycle DNA replication"
GO:0098798	6178	107	187	2	0.8405723668138427	1.0	7.394581686290755E-234	"mitochondrial protein complex"
GO:0016879	6178	50	187	4	0.06365107649559533	1.0	1.0642026561407865E-125	"ligase activity, forming carbon-nitrogen bonds"
GO:0098800	6178	71	187	2	0.6389092869394655	1.0	9.01194208235465E-168	"inner mitochondrial membrane protein complex"
GO:0016881	6178	12	187	2	0.04927721055440969	1.0	1.5660462930279868E-37	"acid-amino acid ligase activity"
GO:0098803	6178	27	187	1	0.5646727942794124	1.0	5.114450318230899E-75	"respiratory chain complex"
GO:0016882	6178	5	187	1	0.1424980325259039	1.0	1.3355029950948291E-17	"cyclo-ligase activity"
GO:0098805	6178	515	187	20	0.14699986370568502	1.0	0.0	"whole membrane"
GO:0016884	6178	16	187	1	0.38883440737864416	1.0	4.736917559957599E-48	"carbon-nitrogen ligase activity, with glutamine as amido-N-donor"
GO:0000502	6178	63	187	3	0.2975626607816623	1.0	4.088596151429703E-152	"proteasome complex"
GO:0016887	6178	285	187	11	0.2445248106476681	1.0	0.0	"ATPase activity"
GO:0098813	6178	172	187	5	0.6008639115821732	1.0	0.0	"nuclear chromosome segregation"
GO:0016895	6178	13	187	1	0.32965709096225304	1.0	3.3017518341544422E-40	"exodeoxyribonuclease activity, producing 5'-phosphomonoesters"
GO:1901073	6178	19	187	1	0.44281306552813393	1.0	1.1776527184989673E-55	"glucosamine-containing compound biosynthetic process"
GO:1901071	6178	26	187	2	0.1851330831503808	1.0	1.1653369762157367E-72	"glucosamine-containing compound metabolic process"
GO:0098852	6178	178	187	8	0.17099354968618574	1.0	0.0	"lytic vacuole membrane"
GO:0098857	6178	21	187	1	0.47613678292767236	1.0	1.3041172535385284E-60	"membrane microdomain"
GO:0016971	6178	1	187	1	0.03026869537064487	1.0	1.6186468112627334E-4	"flavin-linked sulfhydryl oxidase activity"
GO:1901137	6178	233	187	7	0.5634523537214046	1.0	0.0	"carbohydrate derivative biosynthetic process"
GO:0016972	6178	4	187	1	0.11571452360284812	1.0	1.6490790983396384E-14	"thiol oxidase activity"
GO:0016973	6178	26	187	2	0.1851330831503808	1.0	1.1653369762157367E-72	"poly(A)+ mRNA export from nucleus"
GO:1901135	6178	358	187	11	0.5249408171227912	1.0	0.0	"carbohydrate derivative metabolic process"
GO:0033365	6178	388	187	15	0.1957847118673468	1.0	0.0	"protein localization to organelle"
GO:0017004	6178	32	187	4	0.015068847225257802	1.0	1.405935873923537E-86	"cytochrome complex assembly"
GO:0017016	6178	33	187	1	0.6383120597823022	1.0	7.548956042874796E-89	"Ras GTPase binding"
GO:0017038	6178	132	187	6	0.20994842288718796	1.0	1.8567830572986262E-276	"protein import"
GO:0017056	6178	25	187	2	0.1741663579678968	1.0	2.7578147748486836E-70	"structural constituent of nuclear pore"
GO:0017062	6178	8	187	1	0.2181024784627171	1.0	1.908562572615925E-26	"respiratory chain complex III assembly"
GO:0017076	6178	734	187	31	0.032814853612140496	1.0	0.0	"purine nucleotide binding"
GO:1901265	6178	901	187	35	0.06752995055282218	1.0	0.0	"nucleoside phosphate binding"
GO:0017102	6178	3	187	1	0.08809906199907538	1.0	2.5457658580480047E-11	"methionyl glutamyl tRNA synthetase complex"
GO:0000722	6178	31	187	1	0.6152575092777073	1.0	2.7007149428206348E-84	"telomere maintenance via recombination"
GO:0000723	6178	77	187	2	0.6826597961132492	1.0	2.9728333381028742E-179	"telomere maintenance"
