ID	Pop.total	Pop.term	Study.total	Study.term	p	p.adjusted	p.min	name
GO:0000000	6178	5560	153	139	0.4262077639721329	1.0	0.0	"root"
GO:0000002	6178	45	153	1	0.6777924566667477	1.0	3.625916929173886E-115	"mitochondrial genome maintenance"
GO:0000003	6178	490	153	15	0.23070754154325707	1.0	0.0	"reproduction"
GO:0032774	6178	770	153	17	0.7319766002321012	1.0	0.0	"RNA biosynthetic process"
GO:0032780	6178	4	153	1	0.09546396246795157	1.0	1.6490790983396384E-14	"negative regulation of ATPase activity"
GO:0032787	6178	176	153	6	0.2701179220160377	1.0	0.0	"monocarboxylic acid metabolic process"
GO:0000022	6178	16	153	1	0.3308372197585446	1.0	4.736917559957599E-48	"mitotic spindle elongation"
GO:0016407	6178	61	153	1	0.785034171379699	1.0	3.9160473451005534E-148	"acetyltransferase activity"
GO:0016417	6178	11	153	1	0.2412436740388967	1.0	8.048172907631841E-35	"S-acyltransferase activity"
GO:0016418	6178	2	153	1	0.0489211825130548	1.0	5.2408833131183764E-8	"S-acetyltransferase activity"
GO:0032806	6178	13	153	1	0.27842831352323494	1.0	3.3017518341544422E-40	"carboxy-terminal domain protein kinase complex"
GO:0000045	6178	29	153	1	0.5175656288803114	1.0	1.0978276143602658E-79	"autophagosome assembly"
GO:0000054	6178	49	153	2	0.34347541588038233	1.0	1.3044996159050566E-123	"ribosomal subunit export from nucleus"
GO:0000055	6178	28	153	2	0.1518933926886751	1.0	2.3281516649334116E-77	"ribosomal large subunit export from nucleus"
GO:0000070	6178	123	153	5	0.1887850466036074	1.0	2.1933652665172294E-261	"mitotic sister chromatid segregation"
GO:0016458	6178	158	153	1	0.9819400876246804	1.0	1.560877E-318	"gene silencing"
GO:0000075	6178	87	153	1	0.8888898275128235	1.0	6.085129478386752E-198	"cell cycle checkpoint"
GO:0032844	6178	28	153	2	0.1518933926886751	1.0	2.3281516649334116E-77	"regulation of homeostatic process"
GO:0032845	6178	8	153	1	0.18186842624683183	1.0	1.908562572615925E-26	"negative regulation of homeostatic process"
GO:0016462	6178	426	153	6	0.9583398594528285	1.0	0.0	"pyrophosphatase activity"
