ID	Pop.total	Pop.term	Study.total	Study.term	p	p.adjusted	p.min	name
GO:0000000	6178	5560	162	144	0.7356438142604196	1.0	0.0	"root"
GO:0000003	6178	490	162	15	0.3028597092389007	1.0	0.0	"reproduction"
GO:0032774	6178	770	162	16	0.8730715555964252	1.0	0.0	"RNA biosynthetic process"
GO:0032777	6178	6	162	1	0.14742787329016777	1.0	1.2980751612755431E-20	"Piccolo NuA4 histone acetyltransferase complex"
GO:0032784	6178	52	162	1	0.7503154192524408	1.0	7.516769299407848E-130	"regulation of DNA-templated transcription, elongation"
GO:0032786	6178	49	162	1	0.7294184085633579	1.0	1.3044996159050566E-123	"positive regulation of DNA-templated transcription, elongation"
GO:0032787	6178	176	162	4	0.6839939946303355	1.0	0.0	"monocarboxylic acid metabolic process"
GO:0000022	6178	16	162	1	0.3466720535391191	1.0	4.736917559957599E-48	"mitotic spindle elongation"
GO:0016407	6178	61	162	3	0.21456602550523415	1.0	3.9160473451005534E-148	"acetyltransferase activity"
GO:0000023	6178	13	162	1	0.29232940008856884	1.0	3.3017518341544422E-40	"maltose metabolic process"
GO:0016408	6178	6	162	1	0.14742787329016777	1.0	1.2980751612755431E-20	"C-acyltransferase activity"
GO:0000025	6178	2	162	1	0.05176069309161705	1.0	5.2408833131183764E-8	"maltose catabolic process"
GO:0016410	6178	51	162	3	0.14879391900917283	1.0	8.85677798026569E-128	"N-acyltransferase activity"
GO:0000026	6178	13	162	1	0.29232940008856884	1.0	3.3017518341544422E-40	"alpha-1,2-mannosyltransferase activity"
GO:0000027	6178	40	162	3	0.08643862420608604	1.0	2.1511849663005598E-104	"ribosomal large subunit assembly"
GO:0000028	6178	24	162	2	0.12969599465434878	1.0	6.788636849792917E-68	"ribosomal small subunit assembly"
GO:0000030	6178	45	162	2	0.3311902785637132	1.0	3.625916929173886E-115	"mannosyltransferase activity"
GO:0000032	6178	23	162	2	0.12088099964172833	1.0	1.7410024921125108E-65	"cell wall mannoprotein biosynthetic process"
GO:0016423	6178	8	162	1	0.19159993029865513	1.0	1.908562572615925E-26	"tRNA (guanine) methyltransferase activity"
GO:0000041	6178	49	162	1	0.7294184085633579	1.0	1.3044996159050566E-123	"transition metal ion transport"
GO:0000048	6178	1	162	1	0.02622207834239497	1.0	1.6186468112627334E-4	"peptidyltransferase activity"
GO:0000049	6178	33	162	3	0.05439545352576233	1.0	7.548956042874796E-89	"tRNA binding"
GO:0000070	6178	123	162	4	0.4042153812766731	1.0	2.1933652665172294E-261	"mitotic sister chromatid segregation"
GO:0016458	6178	158	162	4	0.5995943364642029	1.0	1.560877E-318	"gene silencing"
GO:0000075	6178	87	162	3	0.4004734405459798	1.0	6.085129478386752E-198	"cell cycle checkpoint"
GO:0032844	6178	28	162	1	0.5255830910044046	1.0	2.3281516649334116E-77	"regulation of homeostatic process"
GO:0000077	6178	31	162	3	0.046530221344042735	1.0	2.7007149428206348E-84	"DNA damage checkpoint"
GO:0016462	6178	426	162	7	0.9374041751438779	1.0	0.0	"pyrophosphatase activity"
GO:0000082	6178	64	162	2	0.5038613543335088	1.0	4.2791521454362524E-154	"G1/S transition of mitotic cell cycle"
GO:0000083	6178	27	162	1	0.5127503076939943	1.0	5.114450318230899E-75	"regulation of transcription involved in G1/S transition of mitotic cell cycle"
GO:0000086	6178	32	162	1	0.5736410383190387	1.0	1.405935873923537E-86	"G2/M transition of mitotic cell cycle"
GO:0000096	6178	52	162	2	0.39770135252413796	1.0	7.516769299407848E-130	"sulfur amino acid metabolic process"
GO:0000097	6178	42	162	2	0.3020272446546564	1.0	9.83394769132953E-109	"sulfur amino acid biosynthetic process"
GO:0016485	6178	47	162	1	0.7145305462150252	1.0	2.084483341804701E-119	"protein processing"
GO:0016491	6178	333	162	10	0.3757123673972023	1.0	0.0	"oxidoreductase activity"
GO:0000109	6178	22	162	1	0.44322463310405763	1.0	4.659831018001235E-63	"nucleotide-excision repair complex"
GO:0032879	6178	147	162	3	0.7471731139395685	1.0	5.534815809084123E-301	"regulation of localization"
GO:0032880	6178	65	162	2	0.5121608503753572	1.0	4.54931124389748E-156	"regulation of protein localization"
GO:0000118	6178	33	162	1	0.5848792667285897	1.0	7.548956042874796E-89	"histone deacetylase complex"
GO:0032889	6178	14	162	1	0.31092512388155463	1.0	7.497895487143899E-43	"regulation of vacuole fusion, non-autophagic"
GO:0000122	6178	147	162	2	0.9029829192012697	1.0	5.534815809084123E-301	"negative regulation of transcription from RNA polymerase II promoter"
GO:0000123	6178	50	162	1	0.7365703448979017	1.0	1.0642026561407865E-125	"histone acetyltransferase complex"
GO:0000127	6178	6	162	1	0.14742787329016777	1.0	1.2980751612755431E-20	"transcription factor TFIIIC complex"
GO:0000128	6178	9	162	1	0.2128253454182007	1.0	2.78396485469723E-29	"flocculation"
GO:0000131	6178	60	162	1	0.798524195731972	1.0	3.9276028946387107E-146	"incipient cellular bud site"
GO:0000132	6178	14	162	1	0.31092512388155463	1.0	7.497895487143899E-43	"establishment of mitotic spindle orientation"
