0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;1;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
0;0;1;0;1;1;0;2;19;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
1;1;1;1;5;2;6;9;10;7;1;3;2;1;0;0;1;0;0;0;0;0;1;0;0;0;0
0;2;1;2;1;5;5;9;47;38;32;22;4;1;1;0;0;0;0;0;0;1;0;0;0;0;1
1;1;5;6;3;6;2;2;9;19;19;38;14;4;1;3;1;1;0;2;3;1;1;1;1;0;0
0;1;0;4;6;3;0;0;3;1;3;2;4;4;7;1;2;0;5;6;2;5;4;1;0;0;0
0;0;0;0;0;2;3;2;0;0;0;2;3;5;6;8;1;0;7;3;5;2;4;0;1;0;0
0;0;0;1;0;0;1;0;0;0;0;0;2;1;1;2;11;2;5;7;5;1;1;0;1;0;2
2;5;1;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;5;5;2;2;0;1;1;0
0;0;3;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;2;0;0;4;2;1;0;0;2
2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;6;4;3;2;2;0
0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;4;11;5;6;0;1;0
0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;1;2;2;15;4;2;1;0;0;0
0;0;0;0;1;1;1;0;0;1;0;0;0;0;0;2;3;4;2;0;4;0;1;0;0;0;0
0;1;1;1;1;1;2;0;0;0;0;0;0;0;2;1;4;2;0;0;1;1;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0
