10.1026,10.085,10.1556,10.0461,10.0215,10.2439,10.2007,9.72256
11.7288,11.6498,11.7423,11.6443,11.7254,11.5924,11.5465,11.717
11.2945,11.1547,11.119,11.2743,11.1091,11.1771,11.2273,11.2787
9.08278,9.40213,9.28108,9.02369,9.28335,8.96772,8.84346,8.78141
9.71776,9.58061,9.68903,9.48119,9.93147,9.48373,9.54259,9.67762
9.19795,9.10777,9.14612,9.03069,9.10767,9.22238,9.08086,9.53046
11.4474,11.3412,11.3892,11.2872,11.4869,11.2217,11.6302,11.5002
8.30478,8.209,8.52567,8.45407,8.46319,8.48022,8.39387,8.97308
10.4293,10.4349,10.3988,10.3977,10.4091,10.3839,10.2526,10.6109
10.8149,10.8309,10.601,10.6609,11.0655,10.7927,10.8463,10.6522
8.93,8.82172,9.03647,8.94856,8.8274,8.92882,8.96135,9.01046
9.33155,9.34636,9.15829,8.98609,9.34448,9.12358,9.01687,9.24771
9.16083,9.12831,9.09765,8.69477,8.75551,8.83699,8.91176,8.62814
9.74713,9.57518,9.90129,9.6219,9.80064,9.7091,9.78651,9.65366
8.88717,8.74147,8.85195,8.64106,8.55279,8.61349,8.78132,8.90422
8.89843,8.71595,8.73437,8.83551,8.74246,8.63851,8.2997,8.52928
10.8465,10.7958,10.6762,10.7106,10.724,10.7793,10.6345,11.4658
11.759,11.7334,11.6427,11.864,11.5659,11.7176,11.3472,11.8258
10.7048,10.7546,10.7059,10.4975,10.6307,10.5886,10.951,10.5466
8.98405,9.27209,8.95322,8.86196,9.1721,9.01561,9.11327,8.92442
10.3645,10.4143,10.1243,10.2194,10.1103,10.2924,9.81181,10.17
9.33019,9.20424,9.45187,9.45413,9.10341,9.15225,8.99927,9.39821
12.3335,12.5215,12.4349,12.5269,12.4352,12.4276,12.3469,12.1027
8.01821,7.8744,7.89093,7.85478,7.96047,7.77957,7.90256,8.73263
8.33406,8.26279,8.3047,8.26029,8.19051,8.34682,8.32847,7.54506
11.6385,11.7372,11.6138,11.639,11.7198,11.6097,11.6904,11.068
10.9462,10.9727,10.9358,10.7825,11.0199,10.8998,10.9239,11.1409
9.70994,9.77299,9.62851,9.54095,9.66125,9.70414,9.75373,9.51875
6.9625,6.96655,6.87717,6.01186,7.01401,6.62418,6.97612,7.36285
11.1113,11.1476,11.1405,10.9056,11.0708,11.1316,11.1025,11.1083
11.2612,11.3734,11.2327,11.3426,11.4233,11.1367,11.3718,11.4279
13.6226,13.6958,13.6469,13.5858,14.0408,13.7716,14.0422,13.8035
11.0301,11.0905,10.8481,10.7893,11.1836,10.8678,11.0312,11.1396
9.81155,9.65109,9.65751,9.80109,9.62857,9.77382,9.5876,9.09534
9.69696,9.55372,9.72988,9.60547,9.64946,9.50069,9.43072,9.72817
10.0935,10.0643,10.1652,10.0364,10.0282,10.2092,9.72258,9.42188
11.5693,11.5553,11.6117,11.4062,11.1659,11.3517,11.4096,11.7228
9.39365,9.47573,9.43383,9.20177,9.34967,9.34089,9.43345,9.52738
10.695,10.4697,10.7788,10.3658,10.4225,10.5603,10.5543,10.2199
8.16377,8.19998,8.14227,8.12045,7.98526,7.9384,8.00694,8.29051
