9.87975,9.75774,9.83241,9.66759,9.63754,9.96541,9.86368,10.0473
11.2298,11.0845,11.3229,11.0931,11.149,11.2585,11.3766,11.483
10.9489,10.7196,11.052,10.7348,11.0082,10.7251,10.9227,11.0797
8.81913,8.97098,8.99278,8.422,9.20182,8.76017,9.18138,8.89173
9.4539,9.42069,9.5249,9.42946,9.55255,9.75171,9.64649,9.71199
9.34269,9.30483,9.20766,9.10124,9.28508,9.58392,9.41217,9.47228
11.2366,11.5373,11.3982,11.4768,11.587,11.6151,11.4196,11.3436
8.21122,8.13634,8.22095,8.09017,8.3215,8.29024,8.22098,8.33538
10.2316,10.3029,10.4641,10.1797,10.2923,9.91176,10.3187,10.5001
10.9437,11.1656,10.9551,11.0711,11.2586,11.3451,11.0037,10.9385
9.58582,9.0819,9.28919,9.19546,9.4571,9.507,9.13149,9.2486
9.23797,9.20906,9.18495,8.95088,9.36949,9.53575,9.30541,9.41989
9.26941,9.12504,9.32194,9.09495,9.11737,8.73718,9.19648,9.44658
9.51663,9.61198,9.20083,9.16421,9.615,9.57083,9.47318,9.62471
8.01109,8.44183,8.60369,8.17177,8.42092,8.124,8.52279,8.30478
9.56561,9.63228,9.53788,9.59468,9.54563,9.4875,9.7274,9.38909
10.8477,10.2436,10.7111,10.5227,10.2124,10.678,10.6816,10.9042
11.2622,10.9055,11.3496,11.3329,10.9711,11.258,11.3606,11.4609
10.6895,10.6064,10.684,10.5705,10.7222,10.3981,10.6848,10.5086
9.62957,9.2496,9.58166,9.38749,9.09363,8.91855,9.47834,9.47049
10.4039,10.7227,10.645,10.6466,10.6655,10.8806,10.5862,10.6523
9.04876,9.22283,9.08068,9.17622,8.79125,8.89839,9.0523,8.91722
12.0129,12.2961,12.2157,12.1679,12.2554,12.0533,12.1857,12.025
7.77699,7.77518,7.71425,7.26665,7.91148,7.69286,7.70951,7.5614
7.93817,7.87028,7.7779,7.60737,7.97558,7.90593,7.91714,8.10849
11.9348,11.8579,11.8459,11.7605,11.8419,11.7233,11.7871,11.7674
10.7288,10.6778,10.7672,10.7071,10.5676,10.8608,10.8448,10.8114
