533.798,407.65,484.756,425.946,432.692,460.975
1504.98,1394.23,1420.45,1682.05,1634.06,1757.41
1843.36,1678.25,1641.77,1749.93,1613.68,1643.77
477.86,611.479,502.233,353.988,351.141,309.575
689.065,810.035,771.49,746.708,725.141,706.935
312.748,323.648,334.336,315.426,325.822,332.495
2565.74,2947.9,2799.7,2885.86,2988,2847.49
94.0681,104.927,98.6011,90.0503,87.5545,98.7827
700.79,658.715,714.405,737.314,736.659,764.228
1184.9,1345.3,1540.06,1493.34,1823.83,1444.61
694.02,763.297,662.573,690.351,710.482,634.281
919.47,826.966,844.166,846.145,874.486,813.513
342.581,319.27,337.231,358.164,405.692,354.836
1869.61,1871.68,1876.78,1608.52,1620.17,1592.93
202.141,217.852,219.879,201.387,213.181,207.201
587.408,584.99,613.068,578.332,664.611,636.038
349.692,339.987,335.158,303.417,356.479,327.78
657.975,613.164,622.626,720.264,748.842,708.432
1126.05,1162.41,1069.77,1157.73,1122.6,1114.45
312.211,326.44,313.325,300.921,317.894,324.905
1028.05,1235.39,1192.04,1001.69,1058.83,1153.58
457.243,498.983,455.845,595.675,556.885,466.933
3744.57,3996.75,4089.51,4142.74,4118.41,4091.66
216.347,235.703,227.42,224.566,207.354,232.859
119.733,146.478,133.001,133.898,134.774,132.564
3217.91,3337.86,3026.4,3253.24,3446.36,3311.67
604.663,491.593,561.908,457.64,511.942,465.987
735.36,737.335,687.198,1270.08,1226.74,1237.41
689.772,565.555,581.521,638.896,653.795,614.438
1152.89,1045.79,1049.88,995.434,1016.53,1070.76
1425.51,1218,1183.56,1369.72,1314.82,1351.23
10541.8,10869.5,10625.5,10550.8,10221.4,10145.1
1356.96,1573.26,1470.98,1485.44,1432.15,1376.81
788.122,790.2,727.502,993.882,963.069,773.326
2706.44,2268.44,2425.81,2357.16,2618.78,2409.65
228.913,216.872,263.162,211.322,207.599,201.986
854.197,641.98,748.365,761.53,811.979,791.597
690.315,691.979,632.797,623.557,612.988,684.976
600.842,675.012,616.248,730.937,735.353,646.77
148.101,143.544,154.068,161.477,183.715,138.987
390.239,347.953,377.626,287.509,403.583,333.417
600.736,495.392,463.441,480.021,500.533,455.424
278.973,276.9,295.713,254.578,248.506,247.263
461.656,555.057,488.201,526.813,555.157,536.097
1633.37,1408.67,1497.6,1601.74,1694.53,1478.85
117.394,106.154,102.779,92.5562,89.3194,107.641
8907.94,9480.42,9499.93,8904.69,9566.14,8690.52
316.926,289.558,352.177,334.88,295.265,384.043
908.355,679.389,745.166,439.658,510.267,454.892
525.713,454.804,521.972,483.482,541.956,492.883
176.912,197.092,194.796,184.518,183.205,186.887
228.216,198.63,256.625,209.522,171.81,185.099
519.09,585.677,587.061,583.166,587.871,650.002
1201.03,1134.14,1211.5,1179.32,1241.59,1283.76
2113.24,2109.79,1997.86,2159.84,2147.19,2056.26
556.321,647.533,652.93,712.09,652.413,707.195
683.17,782.956,639.006,695.938,697.634,602.726
553.475,490.859,518.538,577.536,591.829,524.343
983.998,1112.47,1095.14,1176.96,1052.95,1138.57
443.194,421.459,430.299,494.336,420.56,413.325
736.044,748.309,841.018,836.631,747.698,764.048
103.608,118.134,127.896,118.783,113.349,121.556
125.991,109.988,102.736,88.9015,97.0293,95.3729
1241.27,1435.25,1311.49,1339.74,1325.44,1278.76
1070.26,1196.7,1148.24,1362.38,1349.7,1403.09
1607.97,1906.31,1845.02,1972.77,1965.77,1963.37
1778.18,1714.81,1528.71,1457.71,1743.87,1572.09
322.001,341.658,314.936,339.156,349.372,400.535
498.269,467.169,533.516,571.461,558.465,510.019
469.947,519.115,555.385,489.749,484.007,534.885
1244.63,1152.06,1214,1121.66,1192.9,1254.69
1710.27,1683.47,1777.39,1785.44,1761.16,1834.47
281.046,313.453,304.923,230.902,221.555,236.105
236.203,294.264,255.909,297.469,290.69,268.564
1394.18,1606.76,1449.41,1669.76,1562.79,1605.31
436.564,444.177,467.98,377.535,384.671,366.969
154.525,171.09,155.026,138.889,139.188,153.885
696.66,596.08,599.641,472.761,592.655,683.324
336.432,289.417,342.521,313.837,328.244,393.387
494.981,502.905,476.01,538.704,484.576,561.848
298.906,304.211,302.365,298.058,305.671,271.609
321.349,307.016,318.605,250.945,276.607,313.635
664.326,706.323,649.91,599.559,672.505,604.142
506.946,540.408,532.042,442.941,459.536,401.777
1662.22,1776.76,1743.82,1568.25,1814.06,1698.8
949.137,1052.62,950.872,1091.19,1039.71,979.801
206.787,162.107,177.413,197.196,238.858,233.689
95.7906,93.6562,91.3267,97.4201,79.0727,75.5113
265.769,266.833,262.952,291.714,265.233,238.792
697.078,885.977,789.18,861.782,926.636,832.025
1740.4,1915.83,1876.37,1838.1,1811.81,1903.69
850.937,974.041,873.417,736.653,806.439,736.068
1072.57,1046.44,921.303,881.357,921.922,800.118
471.092,476.02,518.591,536.093,491.557,560.486
1730.27,1404.81,1506.82,1399.26,1339.46,1433.41
720.221,633.878,643.315,648.156,638.656,625.405
202.803,174.834,175.993,105.481,119.706,121.432
1140.38,1082.72,1159.4,1332.96,1214.6,1444.62
1239.61,1391.98,1418.03,1348.82,1241.75,1207.05
707.048,599.378,612.876,619.028,577.772,599.267
592.996,879.339,623.871,702.139,780.128,700.593
7232.76,6626.52,6959.38,7146.34,7320.23,7427.72
1022.59,1535.13,1433.81,1578.39,1366.82,1476.5
3227.58,2570.01,2751.11,3063.4,2951.16,3484.16
191.339,189.492,209.687,145.59,225.617,226.305
4746.6,5753.25,5611.4,6089.27,5958.7,5592.14
69.3226,72.2283,69.7242,51.1802,71.8076,75.9031
3.901,3.91854,7.67811,1.01625,0.48586,1.73352
3794.73,3830.48,3862.43,3714.19,3749.58,3694.82
9802.33,10072.2,10725.4,10685.4,10085,9878.48
695.123,781.809,797.926,803.304,777.853,861.51
9322.33,9443.19,9844.9,9942.05,8864.53,9325.12
5980.91,6692.75,6768.58,6836.16,6368.58,6554.43
1652.41,1566.81,1787.16,1906.76,1778.61,2146.9
45.8206,34.9281,45.7845,47.0676,45.1554,45.9233
3304.64,3340.97,3498.51,3215.72,3404.56,3688.54
11.3172,5.96533,1.67628,7.36758,10.8396,14.0132
514.432,463.34,474.068,401.966,414.983,403.612
452.531,485.596,532.902,518.442,485.446,560.048
283.099,268.618,248.303,298.967,336.85,319.757
216.948,173.124,154.115,181.008,206.539,178.888
414.852,389.684,446.645,440.424,445.835,459.893
