6.1372773;7.761598966;7.792991804;8.25777956
4.82370203;6.63385705;7.429746;6.778542926
5.509703199;4.604589958;5.226196343;5.758958533
5.393157779;6.091893317;5.760089382;5.643864056
4.385348029;8.510131732;8.312771463;9.374012606
2.578324652;6.174132286;6.15442652;6.917201283
5.335746497;3.8210821;4.57287633;4.248485874
4.698139558;3.272810384;4.494596872;4.20924526
4.127522894;7.198518587;6.977493436;6.562519531
2.647108955;3.402364884;3.590172239;4.151277787
2.487923982;3.212836566;2.139603575;3.7420569
4.016014656;5.895940423;5.505177476;5.211165786
4.904917411;3.821435632;4.744168715;4.516306944
3.619246633;5.526502914;5.935714995;6.387130499
3.238699037;5.444772714;5.524868813;5.644674399
3.527484082;4.239681923;4.104001247;4.132858459
3.911319261;5.045015222;5.934608347;5.260876578
3.353279277;4.811252505;5.260169141;5.248838087
