t;s;g;el
6;0;5635;0.04
6;0;5645;0.17
6;0;5653;0.1
6;0;5676;0.22
6;0;5689;0.12
6;0;5753;-0.17
6;0;5807;0.31
6;0;5824;0.09
6;0;5886;0.14
6;0;5924;0.46
6;0;5927;-0.18
6;1;1;0.08
6;1;74;-0.31
6;1;90;0.82
6;1;106;0.69
6;1;111;0.72
6;1;127;0.42
6;1;142;1.08
6;1;312;-0.29
6;1;363;0.34
6;1;384;0
6;1;426;-0.34
6;1;439;0.6
6;1;449;-0.16
6;1;460;-0.42
6;1;473;0.35
6;1;589;-0.29
6;1;674;-0.07
6;1;730;0
6;1;731;0
6;1;754;0.25
6;1;775;0.3
6;1;793;0.29
6;1;912;0
6;1;915;0
6;1;925;0
6;1;930;0.52
6;1;970;0.22
6;1;980;0.43
6;1;998;-0.21
6;1;1018;0.95
6;1;1068;-0.11
6;1;1099;0.76
6;1;1129;-0.12
6;1;1170;-0.12
6;1;1192;-0.6
6;1;1198;-0.67
6;1;1261;0.16
6;1;1300;0.29
6;1;1363;-0.21
6;1;1399;0.24
6;1;1507;-0.06
6;1;1512;0.75
6;1;1550;0.15
6;1;1604;0.46
6;1;1623;1.2
6;1;1626;-0.46
6;1;1665;0.22
6;1;1769;0
6;1;1778;0.88
6;1;1827;0.13
6;1;1875;0.06
6;1;1885;0.32
6;1;1900;-0.06
6;1;1901;-0.13
6;1;1902;0.3
6;1;1903;-0.02
6;1;1904;-0.02
6;1;1905;0
6;1;1909;0.03
6;1;1961;-0.3
6;1;1991;0.3
6;1;1999;-0.33
6;1;2066;-0.03
6;1;2068;-0.01
6;1;2082;-0.01
6;1;2099;-0.13
6;1;2113;0.88
6;1;2114;0.12
6;1;2162;-0.52
6;1;2166;0.19
6;1;2183;0.22
6;1;2192;-0.33
6;1;2212;0.6
6;1;2232;-0.13
6;1;2248;0.29
6;1;2296;0.32
6;1;2301;-0.16
6;1;2404;0.02
6;1;2425;0.29
6;1;2488;0.34
6;1;2531;0.68
6;1;2554;0.55
6;1;2626;0.04
6;1;2634;0
6;1;2696;0
6;1;2752;0.09
6;1;2761;-0.24
6;1;2767;0.05
6;1;2795;0.4
6;1;2802;0.12
6;1;2927;0
6;1;3015;0.23
6;1;3059;-0.09
6;1;3104;0.95
6;1;3115;-0.25
6;1;3145;0.19
6;1;3170;0.13
6;1;3171;0.78
6;1;3185;0.24
6;1;3206;-0.27
6;1;3362;-0.36
6;1;3382;0.22
6;1;3397;-0.23
6;1;3409;0.58
6;1;3464;0.01
6;1;3585;-0.09
6;1;3590;0.17
6;1;3618;-0.25
6;1;3662;0.15
6;1;3687;-0.26
6;1;3787;-0.34
6;1;3794;0
6;1;3819;0
6;1;3835;-0.11
6;1;3860;-0.05
6;1;3867;-0.26
6;1;3884;-0.06
6;1;3918;-0.16
6;1;3927;0.35
6;1;4012;-0.22
6;1;4013;0.42
6;1;4073;-0.04
6;1;4150;-0.32
6;1;4173;-0.21
6;1;4271;-0.12
6;1;4311;0.03
6;1;4349;0.47
6;1;4475;0.04
6;1;4522;0.11
6;1;4527;0.01
6;1;4533;-0.86
6;1;4595;0.59
6;1;4622;-0.35
6;1;4631;0
6;1;4693;0.12
6;1;4697;0.16
6;1;4768;0.12
6;1;4799;-0.02
6;1;4803;0
6;1;4863;-0.26
6;1;4885;0.08
6;1;4899;0
6;1;4983;0.5
6;1;4984;-0.29
6;1;5004;0.21
6;1;5216;-0.22
6;1;5227;-0.2
6;1;5260;0
6;1;5269;0.41
6;1;5477;0.19
6;1;5498;0.4
6;1;5526;-0.22
6;1;5575;0.22
6;1;5589;0.18
6;1;5628;-0.42
6;1;5635;-0.04
6;1;5645;0.16
6;1;5653;0.22
6;1;5676;0.07
6;1;5689;0
6;1;5753;0.05
6;1;5807;-0.51
6;1;5824;0.12
6;1;5886;0.1
6;1;5924;-0.07
6;1;5927;0.4
6;2;1;-0.05
6;2;74;-0.49
6;2;90;0.44
6;2;106;0.32
6;2;111;0.15
6;2;127;-0.33
6;2;142;0
6;2;312;0.21
6;2;363;0.57
6;2;384;0.15
6;2;426;0.06
6;2;439;0
6;2;449;0.17
6;2;460;-0.23
6;2;473;0.23
6;2;589;0.02
6;2;674;-0.08
6;2;730;0.51
6;2;731;0.62
6;2;754;0.06
6;2;775;0.29
6;2;793;0
6;2;912;0
6;2;915;0.06
6;2;925;0.31
6;2;930;-0.05
6;2;970;-0.44
6;2;980;0.21
6;2;998;-0.42
6;2;1018;0.36
6;2;1068;-0.1
6;2;1099;1.47
6;2;1129;0.2
6;2;1170;0.09
6;2;1192;-0.02
6;2;1198;0.2
6;2;1261;0.14
6;2;1300;0.46
6;2;1363;0.24
6;2;1399;0.04
6;2;1507;0.33
6;2;1512;0.27
6;2;1550;0.26
6;2;1604;-0.31
6;2;1623;0.09
6;2;1626;0.13
6;2;1665;-0.03
6;2;1769;-0.2
6;2;1778;-0.03
6;2;1827;0.22
6;2;1875;-0.31
6;2;1885;-0.08
6;2;1900;-0.07
6;2;1901;-0.12
6;2;1902;0.01
6;2;1903;-0.22
6;2;1904;0.2
6;2;1905;0.24
6;2;1909;0.14
6;2;1961;-1.09
6;2;1991;0.32
6;2;1999;-0.27
6;2;2066;0.34
6;2;2068;0.4
6;2;2082;-0.25
6;2;2099;-0.29
6;2;2113;0.4
6;2;2114;-0.19
6;2;2162;-0.14
6;2;2166;-0.19
6;2;2183;-0.55
6;2;2192;-0.07
6;2;2212;0.06
6;2;2232;-0.28
6;2;2248;0.07
6;2;2296;0.08
6;2;2301;0.04
6;2;2404;0.12
6;2;2425;-0.32
6;2;2488;0.57
6;2;2531;-0.14
6;2;2554;0.05
6;2;2626;0.52
6;2;2634;0
6;2;2696;-0.47
6;2;2752;-0.21
6;2;2761;-0.13
6;2;2767;-0.28
6;2;2795;0.04
6;2;2802;0.19
6;2;2927;-0.51
6;2;3015;0.1
6;2;3059;-0.3
6;2;3104;-0.35
6;2;3115;0.02
6;2;3145;-0.06
6;2;3170;0.23
6;2;3171;-0.02
6;2;3185;-0.06
6;2;3206;0.1
6;2;3362;-0.4
6;2;3382;-0.08
6;2;3397;-0.44
6;2;3409;-0.56
6;2;3464;0.3
6;2;3585;-0.25
6;2;3590;-0.06
6;2;3618;0.04
6;2;3662;-0.58
6;2;3687;-0.22
6;2;3787;-0.08
6;2;3794;0.49
6;2;3819;-0.05
6;2;3835;0.19
6;2;3860;-0.22
6;2;3867;0.06
6;2;3884;0.01
6;2;3918;0.46
6;2;3927;0.15
6;2;4012;0.68
6;2;4013;-0.18
6;2;4073;0.01
6;2;4150;0.11
6;2;4173;0.13
6;2;4271;-0.29
6;2;4311;0.2
6;2;4349;0.07
6;2;4475;-0.42
6;2;4522;0.29
6;2;4527;0.09
6;2;4533;0.42
6;2;4595;-0.06
6;2;4622;0.37
6;2;4631;0.1
6;2;4693;0.12
6;2;4697;0.01
6;2;4768;0.4
6;2;4799;-0.17
6;2;4803;-0.01
6;2;4863;-0.07
6;2;4885;0.83
6;2;4899;-0.02
6;2;4983;-0.4
6;2;4984;0.14
6;2;5004;-0.04
6;2;5216;-0.23
6;2;5227;0.09
6;2;5260;-0.32
6;2;5269;0.66
6;2;5477;-0.12
6;2;5498;-0.4
6;2;5526;-0.21
6;2;5575;-0.07
6;2;5589;-0.12
6;2;5628;-0.37
6;2;5635;0.05
6;2;5645;-0.11
6;2;5653;-0.64
6;2;5676;-0.07
6;2;5689;0.02
6;2;5753;0.04
6;2;5807;-0.11
6;2;5824;-0.36
6;2;5886;0.16
6;2;5924;-0.18
6;2;5927;-0.16
6;3;1;-0.13
6;3;74;0.08
6;3;90;-0.24
6;3;106;-0.46
6;3;111;-0.14
6;3;127;-0.31
6;3;142;0.19
6;3;312;-0.28
6;3;363;-0.29
6;3;384;-0.29
6;3;426;-0.34
6;3;439;0.4
6;3;449;-0.05
6;3;460;-0.34
6;3;473;0.42
6;3;589;-0.17
6;3;674;0.18
6;3;730;0.15
6;3;731;0.17
6;3;754;-0.09
6;3;775;-0.07
6;3;793;0
6;3;912;0.76
6;3;915;-0.31
6;3;925;0.22
6;3;930;-0.04
6;3;970;0.14
6;3;980;0.1
6;3;998;-0.28
6;3;1018;0.11
6;3;1068;0
6;3;1099;-0.15
6;3;1129;-0.54
6;3;1170;0.02
6;3;1192;0.23
6;3;1198;0.23
6;3;1261;-0.02
6;3;1300;-0.01
6;3;1363;0.23
6;3;1399;0.17
6;3;1507;0.21
6;3;1512;-0.14
6;3;1550;-0.32
6;3;1604;0.15
6;3;1623;0
6;3;1626;0.38
6;3;1665;-0.05
6;3;1769;0
6;3;1778;0.16
6;3;1827;0
6;3;1875;-0.09
6;3;1885;-0.07
6;3;1900;0.02
6;3;1901;0.01
6;3;1902;-0.06
6;3;1903;-0.2
6;3;1904;-0.19
6;3;1905;-0.21
6;3;1909;-0.1
6;3;1961;-0.09
6;3;1991;-0.27
6;3;1999;-0.26
6;3;2066;0.14
6;3;2068;0.11
6;3;2082;0.25
6;3;2099;-0.2
6;3;2113;0.38
6;3;2114;0.27
6;3;2162;0.23
6;3;2166;0.25
6;3;2183;-0.13
6;3;2192;-0.03
6;3;2212;0.29
6;3;2232;0
6;3;2248;-0.09
6;3;2296;-0.39
6;3;2301;0.53
6;3;2404;-0.05
6;3;2425;-0.31
6;3;2488;-0.21
6;3;2531;0.11
6;3;2554;0.07
6;3;2626;-0.22
6;3;2634;0.24
6;3;2696;0.26
6;3;2752;0.02
6;3;2761;0.08
6;3;2767;-0.08
6;3;2795;0.05
6;3;2802;0.16
6;3;2927;0.48
6;3;3015;0.22
6;3;3059;-0.26
6;3;3104;-0.4
6;3;3115;-0.03
6;3;3145;0.21
6;3;3170;-0.28
6;3;3171;-0.18
6;3;3185;-0.02
6;3;3206;0.19
6;3;3362;-0.25
6;3;3382;-0.21
6;3;3397;0.17
6;3;3409;0.39
6;3;3464;0.12
6;3;3585;0.32
6;3;3590;-0.43
6;3;3618;0.06
6;3;3662;0.32
6;3;3687;-0.22
6;3;3787;0.12
6;3;3794;0.23
6;3;3819;-0.26
6;3;3835;-0.23
6;3;3860;-0.88
6;3;3867;0.36
6;3;3884;-0.23
6;3;3918;0.09
6;3;3927;-0.2
6;3;4012;0.29
6;3;4013;-0.04
6;3;4073;-0.09
6;3;4150;-0.26
6;3;4173;-0.08
6;3;4271;-0.36
6;3;4311;0.05
6;3;4349;0.13
6;3;4475;1.02
6;3;4522;0.13
6;3;4527;0.09
6;3;4533;-0.29
6;3;4595;0.25
6;3;4622;0.31
6;3;4631;0.03
6;3;4693;-0.08
6;3;4697;0.29
6;3;4768;0.48
6;3;4799;-0.28
6;3;4803;0.16
6;3;4863;0.18
6;3;4885;-0.2
6;3;4899;0.29
6;3;4983;0.06
6;3;4984;-0.06
6;3;5004;0.53
6;3;5216;0.11
6;3;5227;-0.03
6;3;5260;0
6;3;5269;0.12
6;3;5477;-0.26
6;3;5498;0.11
6;3;5526;0.16
6;3;5575;-0.52
6;3;5589;-0.71
6;3;5628;-0.03
6;3;5635;0.14
6;3;5645;0.16
6;3;5653;-0.02
6;3;5676;-0.17
6;3;5689;-0.04
6;3;5753;0.25
6;3;5807;0.02
6;3;5824;-0.34
6;3;5886;-0.19
6;3;5924;0.21
6;3;5927;0.22
9;0;1;-0.2
9;0;74;-0.08
9;0;90;0.32
9;0;106;-0.19
9;0;111;0.21
9;0;127;0.41
9;0;142;-0.07
9;0;312;0.17
9;0;363;-0.2
9;0;384;0.23
9;0;426;0.29
9;0;439;-0.07
9;0;449;-0.22
9;0;460;0.13
9;0;473;-0.41
9;0;589;-0.13
9;0;674;0.05
9;0;730;-0.15
9;0;731;0.6
9;0;754;-0.02
9;0;775;0.33
9;0;793;0
9;0;912;-0.4
9;0;915;0
9;0;925;0.36
9;0;930;-0.31
9;0;970;-0.1
9;0;980;0.38
9;0;998;-0.16
9;0;1018;-0.01
9;0;1068;-0.22
9;0;1099;0.06
9;0;1129;0.01
9;0;1170;-0.18
9;0;1192;0.36
9;0;1198;0.03
9;0;1261;-0.26
9;0;1300;-0.33
9;0;1363;0.18
9;0;1399;-0.16
9;0;1507;0.04
9;0;1512;0.58
9;0;1550;0.34
9;0;1604;-0.19
9;0;1623;0
9;0;1626;-0.15
9;0;1665;-0.22
9;0;1769;-0.48
9;0;1778;0.52
9;0;1827;0
9;0;1875;-0.16
9;0;1885;-0.29
9;0;1900;0.46
9;0;1901;-0.26
9;0;1902;0.22
9;0;1903;0
9;0;1904;0.19
9;0;1905;0.02
9;0;1909;-0.03
9;0;1961;-0.17
9;0;1991;0.21
9;0;1999;-0.1
9;0;2066;-0.2
9;0;2068;0.22
9;0;2082;0
9;0;2099;-0.05
9;0;2113;0.13
9;0;2114;-0.34
9;0;2162;-0.36
9;0;2166;-0.21
9;0;2183;-0.25
9;0;2192;-0.21
9;0;2212;0.12
9;0;2232;0.08
9;0;2248;0.03
9;0;2296;0
9;0;2301;0
9;0;2404;0.26
9;0;2425;-0.19
9;0;2488;0
9;0;2531;-0.25
9;0;2554;-0.01
9;0;2626;0.22
9;0;2634;0.23
9;0;2696;0.28
9;0;2752;-0.2
9;0;2761;0.05
9;0;2767;0
9;0;2795;0.39
9;0;2802;-0.03
9;0;2927;-0.06
9;0;3015;0.06
9;0;3059;0.41
9;0;3104;0.06
9;0;3115;0.15
9;0;3145;0.04
9;0;3170;-0.3
9;0;3171;0.26
9;0;3185;-0.39
9;0;3206;-0.09
9;0;3362;0.14
9;0;3382;-0.14
9;0;3397;-0.07
9;0;3409;-0.04
9;0;3464;0.22
9;0;3585;0
9;0;3590;0.44
9;0;3618;0.18
9;0;3662;-0.08
9;0;3687;-0.31
9;0;3787;-0.08
9;0;3794;0.2
9;0;3819;0.06
9;0;3835;0.06
9;0;3860;0.02
9;0;3867;-0.38
9;0;3884;0.2
9;0;3918;0.11
9;0;3927;-0.28
9;0;4012;-0.09
9;0;4013;0
9;0;4073;-0.26
9;0;4150;0.43
9;0;4173;0
9;0;4271;-0.03
9;0;4311;-0.4
9;0;4349;-0.1
9;0;4475;-0.44
9;0;4522;-0.09
9;0;4527;-0.02
9;0;4533;-0.15
9;0;4595;-0.13
9;0;4622;-0.37
9;0;4631;0.28
9;0;4693;-0.04
9;0;4697;-0.19
9;0;4768;-0.04
9;0;4799;-0.12
9;0;4803;-0.23
9;0;4863;0.11
9;0;4885;0.03
9;0;4899;0.13
9;0;4983;-0.26
9;0;4984;-0.25
9;0;5004;0.13
9;0;5216;-0.21
9;0;5227;-0.25
9;0;5260;0.7
9;0;5269;0.02
9;0;5477;0.04
9;0;5498;-0.3
9;0;5526;-0.16
9;0;5575;-0.16
9;0;5589;0.44
9;0;5628;0.1
9;0;5635;-0.13
9;0;5645;-0.26
9;0;5653;-0.25
9;0;5676;0.25
9;0;5689;-0.24
9;0;5753;-0.21
9;0;5807;-0.09
9;0;5824;0.03
9;0;5886;0.03
9;0;5924;-0.37
9;0;5927;-0.13
9;1;1;-0.32
9;1;74;-0.11
9;1;90;-1.01
9;1;106;-0.58
9;1;111;-0.63
9;1;127;-0.11
9;1;142;0.15
9;1;312;0.35
9;1;363;-0.42
9;1;384;0
9;1;426;0.27
9;1;439;-0.32
9;1;449;0.5
9;1;460;0.18
9;1;473;-0.47
9;1;589;0.07
9;1;674;0.48
9;1;730;0
9;1;731;0
9;1;754;0
9;1;775;-0.71
9;1;793;-0.72
9;1;912;0
9;1;915;0
9;1;925;0
9;1;930;0
9;1;970;0.07
9;1;980;-0.19
9;1;998;0.32
9;1;1018;-0.85
9;1;1068;0.24
9;1;1099;-0.15
9;1;1129;0.09
9;1;1170;-0.48
9;1;1192;0.27
9;1;1198;0.09
9;1;1261;-0.35
9;1;1300;-0.04
9;1;1363;0.27
9;1;1399;-0.08
9;1;1507;0.29
9;1;1512;-0.18
9;1;1550;0.51
9;1;1604;-0.31
9;1;1623;-0.36
9;1;1626;0.55
9;1;1665;-0.09
9;1;1769;-0.05
9;1;1778;0.17
9;1;1827;0.21
9;1;1875;-0.11
9;1;1885;0.04
9;1;1900;-0.03
9;1;1901;0
9;1;1902;0.28
9;1;1903;0.14
9;1;1904;0.25
9;1;1905;0.27
9;1;1909;0.15
9;1;1961;0.42
9;1;1991;-0.15
9;1;1999;0.42
9;1;2066;0.35
9;1;2068;0.09
9;1;2082;0.4
9;1;2099;0.27
9;1;2113;-0.47
9;1;2114;0.21
9;1;2162;0
9;1;2166;0.23
9;1;2183;-0.22
9;1;2192;0.66
9;1;2212;-0.12
9;1;2232;-0.11
9;1;2248;0.22
9;1;2296;-0.69
9;1;2301;0.13
9;1;2404;0.09
9;1;2425;0.01
9;1;2488;-0.48
9;1;2531;-0.22
9;1;2554;0.06
9;1;2626;-0.16
9;1;2634;0
9;1;2696;-0.06
9;1;2752;0.1
9;1;2761;0.12
9;1;2767;-0.03
9;1;2795;-0.48
9;1;2802;0.12
9;1;2927;-0.09
9;1;3015;-0.23
9;1;3059;0.42
9;1;3104;-0.21
9;1;3115;0.21
9;1;3145;0.15
9;1;3170;0.18
9;1;3171;-0.33
9;1;3185;-0.15
9;1;3206;0.12
9;1;3362;-0.13
9;1;3382;0.01
9;1;3397;-0.46
9;1;3409;0.23
9;1;3464;-0.15
9;1;3585;0.05
9;1;3590;0
9;1;3618;-0.11
9;1;3662;-0.84
9;1;3687;0.12
9;1;3787;0.33
9;1;3794;0.14
9;1;3819;0.35
9;1;3835;0.09
9;1;3860;-0.08
9;1;3867;0.35
9;1;3884;0.35
9;1;3918;0.25
9;1;3927;0.29
9;1;4012;-0.43
9;1;4013;-0.15
9;1;4073;-0.22
9;1;4150;0.24
9;1;4173;0.34
9;1;4271;0
9;1;4311;-0.07
9;1;4349;-0.01
9;1;4475;-0.63
9;1;4522;-0.05
9;1;4527;0.34
9;1;4533;0.35
9;1;4595;-0.09
9;1;4622;0.18
9;1;4631;0
9;1;4693;0.26
9;1;4697;0.18
9;1;4768;-0.03
9;1;4799;0.02
9;1;4803;0
9;1;4863;-0.12
9;1;4885;-0.13
9;1;4899;0
9;1;4983;-0.08
9;1;4984;0.32
9;1;5004;-0.09
9;1;5216;-0.1
9;1;5227;-0.05
9;1;5260;-0.1
9;1;5269;-0.31
9;1;5477;0.35
9;1;5498;-0.43
9;1;5526;0.16
9;1;5575;0.1
9;1;5589;-0.04
9;1;5628;0.03
9;1;5635;-0.2
9;1;5645;-0.08
9;1;5653;0.34
9;1;5676;0.08
9;1;5689;0.06
9;1;5753;0.33
9;1;5807;0.35
9;1;5824;-0.25
9;1;5886;-0.09
9;1;5924;0.06
9;1;5927;0.22
9;2;1;0.23
9;2;74;0.32
9;2;90;0
9;2;106;-0.5
9;2;111;0.68
9;2;127;0.32
9;2;142;1.15
9;2;312;-1.76
9;2;363;-0.39
9;2;384;0.45
9;2;426;0.32
9;2;439;0
9;2;449;0.77
9;2;460;0.41
9;2;473;0.38
9;2;589;0.23
9;2;674;0.09
9;2;730;-0.42
9;2;731;0
9;2;754;0.2
9;2;775;-0.25
9;2;793;0
9;2;912;0
9;2;915;-0.04
9;2;925;-0.33
9;2;930;1.42
9;2;970;1.01
9;2;980;-0.08
9;2;998;0.08
9;2;1018;-0.95
9;2;1068;0.52
9;2;1099;1.25
9;2;1129;-0.51
9;2;1170;-0.03
9;2;1192;0.18
9;2;1198;-0.62
9;2;1261;0.41
9;2;1300;-0.53
9;2;1363;0.03
9;2;1399;-0.44
9;2;1507;-0.51
9;2;1512;-0.84
9;2;1550;0.26
9;2;1604;0.16
9;2;1623;-0.35
9;2;1626;0.44
9;2;1665;0.38
9;2;1769;0.34
9;2;1778;-0.21
9;2;1827;0.25
9;2;1875;-0.17
9;2;1885;0.51
9;2;1900;-0.02
9;2;1901;-0.12
9;2;1902;-0.1
9;2;1903;0
9;2;1904;-0.51
9;2;1905;0.07
9;2;1909;0.15
9;2;1961;0.36
9;2;1991;-0.2
9;2;1999;-0.32
9;2;2066;-0.37
9;2;2068;-0.25
9;2;2082;0.71
9;2;2099;0.02
9;2;2113;-0.22
9;2;2114;-0.73
9;2;2162;0.46
9;2;2166;-1.05
9;2;2183;-0.28
9;2;2192;-0.28
9;2;2212;-0.18
9;2;2232;-0.55
9;2;2248;0.26
9;2;2296;-0.42
9;2;2301;0.33
9;2;2404;-0.12
9;2;2425;0.16
9;2;2488;0.38
9;2;2531;-0.22
9;2;2554;0.34
9;2;2626;0.09
9;2;2634;0.37
9;2;2696;0.01
9;2;2752;0.04
9;2;2761;0.21
9;2;2767;0.09
9;2;2795;0.1
9;2;2802;0.29
9;2;2927;-0.42
9;2;3015;0.32
9;2;3059;0.31
9;2;3104;0
9;2;3115;0.08
9;2;3145;0.55
9;2;3170;0.48
9;2;3171;-0.24
9;2;3185;0
9;2;3206;0.47
9;2;3362;0
9;2;3382;0.12
9;2;3397;0
9;2;3409;0
9;2;3464;0.3
9;2;3585;0.36
9;2;3590;0.67
9;2;3618;0.61
9;2;3662;-0.28
9;2;3687;-0.77
9;2;3787;-0.19
9;2;3794;-3.28
9;2;3819;0.34
9;2;3835;-0.07
9;2;3860;0.36
9;2;3867;0.42
9;2;3884;-0.48
9;2;3918;-0.03
9;2;3927;-0.01
9;2;4012;-1.08
9;2;4013;0.15
9;2;4073;-0.07
9;2;4150;-0.02
9;2;4173;0.42
9;2;4271;0.19
9;2;4311;-0.33
9;2;4349;-0.75
9;2;4475;0.37
9;2;4522;0.49
9;2;4527;-0.02
9;2;4533;-0.13
9;2;4595;1.26
9;2;4622;0.34
9;2;4631;-0.08
9;2;4693;0.03
9;2;4697;0.19
9;2;4768;-0.15
9;2;4799;0.25
9;2;4803;-0.38
9;2;4863;0.71
9;2;4885;-0.41
9;2;4899;-0.1
9;2;4983;-0.29
9;2;4984;0.34
9;2;5004;-0.03
9;2;5216;-0.3
9;2;5227;0.44
9;2;5260;-0.74
9;2;5269;-0.71
9;2;5477;0
9;2;5498;0.06
9;2;5526;0.2
9;2;5575;-0.07
9;2;5589;0.3
9;2;5628;0.89
9;2;5635;-0.62
9;2;5645;0
9;2;5653;0.54
9;2;5676;-0.08
9;2;5689;1.36
9;2;5753;0.45
9;2;5807;0.51
9;2;5824;0.57
9;2;5886;0.4
9;2;5924;1.11
9;2;5927;1.06
9;3;1;-0.1
9;3;74;0.01
9;3;90;0.33
9;3;106;-0.34
9;3;111;0.17
9;3;127;0.41
9;3;142;0.23
9;3;312;-0.01
9;3;363;0.37
9;3;384;0.11
9;3;426;0.26
9;3;439;0.07
9;3;449;0.19
9;3;460;0.38
9;3;473;-1.22
9;3;589;0.35
9;3;674;-0.02
9;3;730;-0.05
9;3;731;-0.01
9;3;754;-0.01
9;3;775;0.06
9;3;793;0
9;3;912;-0.54
9;3;915;0.24
9;3;925;0.08
9;3;930;-0.16
9;3;970;-0.05
9;3;980;0
9;3;998;-0.22
9;3;1018;0.04
9;3;1068;-0.42
9;3;1099;-0.21
9;3;1129;0.05
9;3;1170;-0.15
9;3;1192;0.34
9;3;1198;0.19
9;3;1261;-0.1
9;3;1300;-0.03
9;3;1363;0.09
9;3;1399;-0.01
9;3;1507;0.16
9;3;1512;0.46
9;3;1550;-0.04
9;3;1604;-0.02
9;3;1623;0
9;3;1626;-0.03
9;3;1665;-0.29
9;3;1769;-0.36
9;3;1778;0.03
9;3;1827;-0.13
9;3;1875;0.28
9;3;1885;0.21
9;3;1900;-0.18
9;3;1901;0.01
9;3;1902;0.15
9;3;1903;-0.08
9;3;1904;-0.19
9;3;1905;0.29
9;3;1909;0.16
9;3;1961;-0.11
9;3;1991;0.18
9;3;1999;-0.1
9;3;2066;0.25
9;3;2068;0.13
9;3;2082;-0.41
9;3;2099;0.04
9;3;2113;-0.5
9;3;2114;-0.42
9;3;2162;0.15
9;3;2166;-0.11
9;3;2183;-0.18
9;3;2192;0.49
9;3;2212;0.14
9;3;2232;-0.12
9;3;2248;-0.08
9;3;2296;-0.07
9;3;2301;0.07
9;3;2404;0.28
9;3;2425;-0.33
9;3;2488;-0.18
9;3;2531;0
9;3;2554;0.14
9;3;2626;0
9;3;2634;0.35
9;3;2696;-0.57
9;3;2752;0.31
9;3;2761;0.24
9;3;2767;-0.06
9;3;2795;-0.32
9;3;2802;-0.12
9;3;2927;-0.17
9;3;3015;-0.26
9;3;3059;-0.28
9;3;3104;0.23
9;3;3115;0.25
9;3;3145;0.12
9;3;3170;-0.7
9;3;3171;0.02
9;3;3185;-0.09
9;3;3206;0.18
9;3;3362;0.01
9;3;3382;0.15
9;3;3397;-0.37
9;3;3409;-0.1
9;3;3464;-0.23
9;3;3585;-0.11
9;3;3590;-0.04
9;3;3618;-0.37
9;3;3662;0.07
9;3;3687;-0.65
9;3;3787;-0.04
9;3;3794;-0.19
9;3;3819;0.33
9;3;3835;0.17
9;3;3860;0.66
9;3;3867;-0.28
9;3;3884;0.03
9;3;3918;0.12
9;3;3927;-0.47
9;3;4012;0.01
9;3;4013;-0.37
9;3;4073;-0.36
9;3;4150;0.53
9;3;4173;0.06
9;3;4271;0.08
9;3;4311;0.09
9;3;4349;-0.2
9;3;4475;0.1
9;3;4522;-1.22
9;3;4527;0.11
9;3;4533;0.11
9;3;4595;-0.03
9;3;4622;-0.53
9;3;4631;0.05
9;3;4693;0.41
9;3;4697;0.47
9;3;4768;-0.05
9;3;4799;-0.05
9;3;4803;-0.16
9;3;4863;-0.1
9;3;4885;0.38
9;3;4899;0.16
9;3;4983;0.1
9;3;4984;0.13
9;3;5004;-0.24
9;3;5216;-0.15
9;3;5227;-0.19
9;3;5260;0.17
9;3;5269;0.53
9;3;5477;-0.3
9;3;5498;-0.1
9;3;5526;0.14
9;3;5575;0.27
9;3;5589;0.5
9;3;5628;0.09
9;3;5635;-0.64
9;3;5645;-0.08
9;3;5653;-0.27
9;3;5676;0.03
9;3;5689;0.11
9;3;5753;-0.19
9;3;5807;-0.06
9;3;5824;0.36
9;3;5886;-0.23
9;3;5924;0.08
9;3;5927;-0.3
