t;s;g;el
9;1;430;0.33
9;1;478;0.37
9;1;479;0.05
9;1;490;-0.13
9;1;496;-0.21
9;1;532;-2.07
9;1;617;-0.08
9;1;759;0
9;1;792;0.21
9;1;910;0
9;1;937;0
9;1;1003;-0.19
9;1;1066;-0.44
9;1;1082;0.41
9;1;1158;0.36
9;1;1162;0.33
9;1;1195;0.5
9;1;1219;-0.28
9;1;1242;0.11
9;1;1270;0.01
9;1;1290;0.02
9;1;1292;0.03
9;1;1327;0.36
9;1;1359;0.1
9;1;1393;0.14
9;1;1420;0.03
9;1;1422;-0.03
9;1;1427;0.32
9;1;1442;0.01
9;1;1451;-0.11
9;1;1464;-0.09
9;1;1474;-0.21
9;1;1490;-0.28
9;1;1508;-0.1
9;1;1544;-0.28
9;1;1585;-0.03
9;1;1594;-0.03
9;1;1601;-0.27
9;1;1671;-0.14
9;1;1686;0.28
9;1;1694;0
9;1;1698;0
9;1;1729;-0.21
9;1;1757;1.1
9;1;1765;-0.13
9;1;1781;0.32
9;1;1796;0
9;1;1801;0
9;1;1802;-0.58
9;1;1841;-0.32
9;1;1866;0.04
9;1;1874;-0.46
9;1;1938;0.11
9;1;2003;0.22
9;1;2029;0.02
9;1;2036;-0.62
9;1;2111;0.1
9;1;2132;-0.37
9;1;2158;0.02
9;1;2238;-0.31
9;1;2266;-0.07
9;1;2277;0.19
9;1;2281;0.03
9;1;2352;-0.12
9;1;2384;0.2
9;1;2468;-0.09
9;1;2516;0.28
9;1;2525;0.19
9;1;2529;0.21
9;1;2612;0.25
9;1;2715;0.82
9;1;2774;0.27
9;1;2815;0.03
9;1;2875;0.22
9;1;2963;-0.33
9;1;2986;-0.17
9;1;2990;0.13
9;1;2999;0.02
9;1;3002;0.31
9;1;3031;-0.08
9;1;3159;-0.65
9;1;3232;0.26
9;1;3267;0.3
9;1;3270;0.44
9;1;3301;-0.42
9;1;3324;0.02
9;1;3401;-0.03
9;1;3451;-0.09
9;1;3456;0.12
9;1;3483;0.29
9;1;3484;0.25
9;1;3541;0
9;1;3570;0.17
9;1;3582;0.63
9;1;3594;0.12
9;1;3646;-0.33
9;1;3650;-0.14
9;1;3697;0.14
9;1;3700;0.25
9;1;3720;0.59
9;1;3724;0.07
9;1;3747;0.06
9;1;3772;0.42
9;1;3807;0.02
9;1;3856;-0.42
9;1;3863;0.23
9;1;4017;0.16
9;1;4032;0.04
9;1;4116;0.37
9;1;4130;-0.28
9;1;4132;0.3
9;1;4163;-0.24
9;1;4202;0.36
9;1;4231;0.01
9;1;4256;0.01
9;1;4355;-0.23
9;1;4380;0.17
9;1;4402;-1.3
9;1;4425;-0.07
9;1;4427;-0.18
9;1;4449;-0.68
9;1;4482;0
9;1;4548;-0.2
9;1;4552;0.01
9;1;4624;0
9;1;4679;0.08
9;1;4686;0
9;1;4715;0.41
9;1;4728;0.23
9;1;4736;0
9;1;4739;-0.02
9;1;4795;0.81
9;1;4797;0.16
9;1;4820;0.08
9;1;4847;0.37
9;1;4988;-0.47
9;1;5067;0.49
9;1;5104;-0.19
9;1;5114;0.09
9;1;5118;0.29
9;1;5343;0.09
9;1;5347;-0.36
9;1;5374;-0.21
9;1;5469;0.42
9;1;5485;-0.55
9;1;5492;0.51
9;1;5500;0.37
9;1;5522;-0.04
9;1;5655;0.3
9;1;5656;0.23
9;1;5657;-0.25
9;1;5658;-0.04
9;1;5659;-0.22
9;1;5660;-0.07
9;1;5662;0.39
9;1;6011;0.19
9;2;35;0.39
9;2;112;-0.4
9;2;365;0.29
9;2;369;0.7
9;2;381;-0.08
9;2;389;0.16
9;2;413;-0.35
9;2;414;0.37
9;2;425;0.04
9;2;430;0.56
9;2;478;0.27
9;2;479;0.45
9;2;490;-0.59
9;2;496;-0.1
9;2;532;0.4
9;2;617;-0.35
9;2;759;0.34
9;2;792;0.13
9;2;910;0.13
9;2;937;0.54
9;2;1003;0.17
9;2;1066;0.13
9;2;1082;0.39
9;2;1158;-0.07
9;2;1162;-0.07
9;2;1195;0.17
9;2;1219;-0.25
9;2;1242;-0.39
9;2;1270;-0.06
9;2;1290;0.09
9;2;1292;0.23
9;2;1327;-0.03
9;2;1359;-0.4
9;2;1393;-0.3
9;2;1420;-0.47
9;2;1422;0.68
9;2;1427;0.29
9;2;1442;-0.3
9;2;1451;-0.14
9;2;1464;-0.03
9;2;1474;0.35
9;2;1490;-0.41
9;2;1508;0.6
9;2;1544;0.33
9;2;1585;-0.16
9;2;1594;0.55
9;2;1601;0.02
9;2;1671;0.46
9;2;1686;-0.01
9;2;1694;0.01
9;2;1698;0.01
9;2;1729;0.34
9;2;1757;0.67
9;2;1765;0.06
9;2;1781;0.1
9;2;1796;-0.03
9;2;1801;-0.12
9;2;1802;-0.59
9;2;1841;0.41
9;2;1866;0.32
9;2;1874;-0.62
9;2;1938;-0.34
9;2;2003;0.44
9;2;2029;0.22
9;2;2036;0
9;2;2111;-0.23
9;2;2132;0.44
9;2;2158;0.08
9;2;2238;0.31
9;2;2266;-0.45
9;2;2277;-0.16
9;2;2281;0.35
9;2;2352;-0.43
9;2;2384;0.28
9;2;2468;-0.24
9;2;2516;-1.56
9;2;2525;0.43
9;2;2529;-0.51
9;2;2612;-0.49
9;2;2715;0.25
9;2;2774;-0.15
9;2;2815;-0.56
9;2;2875;0.1
9;2;2963;0.52
9;2;2986;0.57
9;2;2990;-0.1
9;2;2999;-1.37
9;2;3002;0.1
9;2;3031;-0.29
9;2;3159;0.33
9;2;3232;-0.19
9;2;3267;1.39
9;2;3270;-0.3
9;2;3301;-0.29
9;2;3324;0.92
9;2;3401;0.02
9;2;3451;-0.73
9;2;3456;-0.22
9;2;3483;0.77
9;2;3484;0.8
9;2;3541;0.04
9;2;3570;0.22
9;2;3582;0.72
9;2;3594;0.67
9;2;3646;-0.14
9;2;3650;-0.16
9;2;3697;0.49
9;2;3700;0.43
9;2;3720;0.73
9;2;3724;0.59
9;2;3747;0
9;2;3772;0.16
9;2;3807;-0.27
9;2;3856;0
9;2;3863;0
9;2;4017;-0.03
9;2;4032;0.24
9;2;4116;0
9;2;4130;-0.56
9;2;4132;0.15
9;2;4163;0.28
9;2;4202;0.28
9;2;4231;-0.81
9;2;4256;-0.74
9;2;4355;-0.2
9;2;4380;0.35
9;2;4402;-1.14
9;2;4425;0.02
9;2;4427;-0.12
9;2;4449;-0.15
9;2;4482;-0.64
9;2;4548;-0.11
9;2;4552;0.42
9;2;4624;0.06
9;2;4679;-0.03
9;2;4686;0.6
9;2;4715;0.18
9;2;4728;-0.36
9;2;4736;-0.37
9;2;4739;-0.2
9;2;4795;0.82
9;2;4797;0.15
9;2;4820;-0.3
9;2;4847;0.57
9;2;4988;-0.51
9;2;5067;-0.19
9;2;5104;0.39
9;2;5114;-1.21
9;2;5118;0
9;2;5343;0.18
9;2;5347;0.54
9;2;5374;0.13
9;2;5469;0.27
9;2;5485;-0.11
9;2;5492;0.39
9;2;5500;0.33
9;2;5522;0.01
9;2;5655;-0.49
9;2;5656;-0.55
9;2;5657;0.43
9;2;5658;0.78
9;2;5659;-0.56
9;2;5660;-0.15
9;2;5662;-0.25
9;2;6011;0.26
9;3;35;0.46
9;3;112;0.42
9;3;365;0.25
9;3;369;0.03
9;3;381;-0.05
9;3;389;0.13
9;3;413;0.13
9;3;414;0.44
9;3;425;-0.33
9;3;430;0.02
9;3;478;0.47
9;3;479;0.2
9;3;490;0.13
9;3;496;0.23
9;3;532;-0.34
9;3;617;0.07
9;3;759;0.2
9;3;792;-0.01
9;3;910;-0.22
9;3;937;0.11
9;3;1003;0.12
9;3;1066;-0.24
9;3;1082;-0.22
9;3;1158;0.4
9;3;1162;0.15
9;3;1195;-0.05
9;3;1219;0.03
9;3;1242;0
9;3;1270;-0.09
9;3;1290;0.19
9;3;1292;0.32
9;3;1327;-0.06
9;3;1359;0.09
9;3;1393;0.2
9;3;1420;0
9;3;1422;-0.21
9;3;1427;-0.14
9;3;1442;0.34
9;3;1451;0.07
9;3;1464;-0.15
9;3;1474;0.15
9;3;1490;0.37
9;3;1508;0.32
9;3;1544;0.07
9;3;1585;-0.34
9;3;1594;0.17
9;3;1601;-0.24
9;3;1671;0
9;3;1686;-0.01
9;3;1694;0.47
9;3;1698;0.17
9;3;1729;-0.21
9;3;1757;-0.29
9;3;1765;0.03
9;3;1781;-0.27
9;3;1796;-0.25
9;3;1801;0.02
9;3;1802;0.1
9;3;1841;-0.12
9;3;1866;0.11
9;3;1874;0.1
9;3;1938;-0.2
9;3;2003;0.1
9;3;2029;0.06
9;3;2036;-0.48
9;3;2111;-0.3
9;3;2132;-0.21
9;3;2158;-0.04
9;3;2238;-0.17
9;3;2266;0.39
9;3;2277;-0.25
9;3;2281;-0.17
9;3;2352;-0.16
9;3;2384;0.12
9;3;2468;-0.24
9;3;2516;0.38
9;3;2525;-0.35
9;3;2529;-0.12
9;3;2612;-0.42
9;3;2715;-0.21
9;3;2774;0.11
9;3;2815;0.07
9;3;2875;-0.09
9;3;2963;-0.3
9;3;2986;-0.35
9;3;2990;-0.27
9;3;2999;-0.33
9;3;3002;-0.23
9;3;3031;-0.33
9;3;3159;-0.63
9;3;3232;0.24
9;3;3267;0.2
9;3;3270;0.08
9;3;3301;-0.03
9;3;3324;0.03
9;3;3401;-0.36
9;3;3451;0.18
9;3;3456;-0.15
9;3;3483;0.3
9;3;3484;0.17
9;3;3541;-0.37
9;3;3570;-0.11
9;3;3582;-0.17
9;3;3594;0.01
9;3;3646;0.18
9;3;3650;0.3
9;3;3697;-0.2
9;3;3700;0.21
9;3;3720;-0.14
9;3;3724;0.24
9;3;3747;-0.17
9;3;3772;0.13
9;3;3807;-0.24
9;3;3856;0.17
9;3;3863;-0.18
9;3;4017;0.29
9;3;4032;0.21
9;3;4116;0
9;3;4130;0
9;3;4132;0.19
9;3;4163;0.07
9;3;4202;-0.2
9;3;4231;-0.02
9;3;4256;-0.12
9;3;4355;0.24
9;3;4380;0.21
9;3;4402;0.09
9;3;4425;0.23
9;3;4427;0.01
9;3;4449;-0.36
9;3;4482;0
9;3;4548;0.22
9;3;4552;0.37
9;3;4624;-0.29
9;3;4679;0.11
9;3;4686;-0.09
9;3;4715;0.12
9;3;4728;0.25
9;3;4736;0.13
9;3;4739;0.13
9;3;4795;-0.03
9;3;4797;-0.28
9;3;4820;-0.06
9;3;4847;-0.35
9;3;4988;0.31
9;3;5067;0.02
9;3;5104;0.02
9;3;5114;-0.11
9;3;5118;0
9;3;5343;0.35
9;3;5347;-0.33
9;3;5374;-0.23
9;3;5469;-0.3
9;3;5485;-0.02
9;3;5492;0.25
9;3;5500;0
9;3;5522;0.08
9;3;5655;0.22
9;3;5656;-0.05
9;3;5657;-0.09
9;3;5658;0.2
9;3;5659;0.14
9;3;5660;0.19
9;3;5662;0.08
9;3;6011;-0.11
10;0;35;0.11
10;0;112;-1.1
10;0;365;0.09
10;0;369;0.35
10;0;381;0.12
10;0;389;0.21
10;0;413;-0.44
10;0;414;-0.52
10;0;425;-0.39
10;0;430;-0.09
10;0;478;0.11
10;0;479;0.06
10;0;490;0.4
10;0;496;0.18
10;0;532;0.01
10;0;617;-0.2
10;0;759;0.37
10;0;792;0.95
10;0;910;0.33
10;0;937;-0.22
10;0;1003;0.18
10;0;1066;0.41
10;0;1082;0.19
10;0;1158;0.15
10;0;1162;0.58
10;0;1195;0.25
10;0;1219;0.21
10;0;1242;0
10;0;1270;0.67
10;0;1290;0.49
10;0;1292;-0.17
10;0;1327;-0.21
10;0;1359;0.15
10;0;1393;0.19
10;0;1420;0.01
10;0;1422;-0.05
10;0;1427;0.34
10;0;1442;-0.31
10;0;1451;0.5
10;0;1464;-0.29
10;0;1474;0.64
10;0;1490;0.16
10;0;1508;-0.13
10;0;1544;-0.07
10;0;1585;-0.31
10;0;1594;0.28
10;0;1601;0.04
10;0;1671;0
10;0;1686;-0.13
10;0;1694;-0.11
10;0;1698;0.12
10;0;1729;-0.1
10;0;1757;0.31
10;0;1765;0.08
10;0;1781;0.05
10;0;1796;0.01
10;0;1801;0.42
10;0;1802;0.34
10;0;1841;-0.09
10;0;1866;0.22
10;0;1874;-0.16
10;0;1938;0.21
10;0;2003;0.02
10;0;2029;-0.32
10;0;2036;0.09
10;0;2111;0
10;0;2132;0.07
10;0;2158;0.13
10;0;2238;-0.07
10;0;2266;-0.07
10;0;2277;0.11
10;0;2281;0.2
10;0;2352;-0.02
10;0;2384;-0.01
10;0;2468;0.06
10;0;2516;0.19
10;0;2525;0.2
10;0;2529;-0.16
10;0;2612;-0.25
10;0;2715;0.55
10;0;2774;-0.16
10;0;2815;0.13
10;0;2875;-0.1
10;0;2963;-0.07
10;0;2986;-0.13
10;0;2990;0
10;0;2999;-0.12
10;0;3002;-0.14
10;0;3031;-0.34
10;0;3159;-0.37
10;0;3232;0.69
10;0;3267;-0.04
10;0;3270;1.07
10;0;3301;0.1
10;0;3324;-0.01
10;0;3401;0.27
10;0;3451;0.35
10;0;3456;-0.52
10;0;3483;0.13
10;0;3484;-0.06
10;0;3541;-0.08
10;0;3570;0
10;0;3582;0
10;0;3594;-0.05
10;0;3646;-0.26
10;0;3650;-0.1
10;0;3697;-0.11
10;0;3700;-0.11
10;0;3720;-0.17
10;0;3724;-0.07
10;0;3747;-0.4
10;0;3772;-0.27
10;0;3807;-0.06
10;0;3856;-0.14
10;0;3863;-0.14
10;0;4017;0.07
10;0;4032;-0.13
10;0;4116;0
10;0;4130;-0.47
10;0;4132;-0.25
10;0;4163;-0.1
10;0;4202;0.14
10;0;4231;-0.14
10;0;4256;-0.14
10;0;4355;-0.27
10;0;4380;-0.01
10;0;4402;-0.38
10;0;4425;-0.04
10;0;4427;0.1
10;0;4449;-0.05
10;0;4482;0
10;0;4548;0.06
10;0;4552;-0.14
10;0;4624;-0.35
10;0;4679;-0.04
10;0;4686;0.07
10;0;4715;0.08
10;0;4728;0.03
10;0;4736;0.05
10;0;4739;-0.13
10;0;4795;0.61
10;0;4797;0.17
10;0;4820;-0.11
10;0;4847;-0.03
10;0;4988;-0.06
10;0;5067;0.07
10;0;5104;-0.23
10;0;5114;-0.22
10;0;5118;-0.24
10;0;5343;-0.04
10;0;5347;-0.5
10;0;5374;-0.05
10;0;5469;0.16
10;0;5485;-0.25
10;0;5492;0.07
10;0;5500;-0.04
10;0;5522;-0.04
10;0;5655;-0.05
10;0;5656;-0.24
10;0;5657;0.19
10;0;5658;0.07
10;0;5659;0.03
10;0;5660;-0.93
10;0;5662;-0.39
10;0;6011;-0.12
10;1;35;-0.27
10;1;112;0.26
10;1;365;-0.38
10;1;369;0
10;1;381;-0.31
10;1;389;-0.14
10;1;413;-0.1
10;1;414;0.29
10;1;425;0.45
10;1;430;-0.24
10;1;478;-0.56
10;1;479;-0.51
10;1;490;0.16
10;1;496;-0.16
10;1;532;-0.07
10;1;617;-0.13
10;1;759;0
10;1;792;-0.12
10;1;910;0
10;1;937;0
10;1;1003;0.69
10;1;1066;0.15
10;1;1082;0.2
10;1;1158;-0.2
10;1;1162;0.06
10;1;1195;0.31
10;1;1219;0
10;1;1242;0.21
10;1;1270;-0.18
10;1;1290;0.05
10;1;1292;0.01
10;1;1327;-0.36
10;1;1359;-0.19
10;1;1393;-0.04
10;1;1420;-0.18
10;1;1422;0.02
10;1;1427;0.04
10;1;1442;-0.09
10;1;1451;0.38
10;1;1464;0.19
10;1;1474;0.05
10;1;1490;-0.3
10;1;1508;-0.59
10;1;1544;0.28
10;1;1585;0.23
10;1;1594;-0.43
10;1;1601;0.14
10;1;1671;0.02
10;1;1686;0.31
10;1;1694;0.07
10;1;1698;0
10;1;1729;-0.22
10;1;1757;1.98
10;1;1765;-0.4
10;1;1781;-0.44
10;1;1796;0
10;1;1801;0
10;1;1802;0.43
10;1;1841;-0.38
10;1;1866;-0.32
10;1;1874;-0.01
10;1;1938;0.04
10;1;2003;-0.47
10;1;2029;0.04
10;1;2036;0.44
10;1;2111;0.1
10;1;2132;0.32
10;1;2158;-0.35
10;1;2238;-0.3
10;1;2266;-0.26
10;1;2277;-0.18
10;1;2281;-0.29
10;1;2352;0.05
10;1;2384;-0.02
10;1;2468;0.15
10;1;2516;-0.56
10;1;2525;0.48
10;1;2529;-0.44
10;1;2612;-0.22
10;1;2715;2.02
10;1;2774;-0.66
10;1;2815;-0.23
10;1;2875;-0.34
10;1;2963;0.26
10;1;2986;-0.19
10;1;2990;-0.22
10;1;2999;0.36
10;1;3002;-0.59
10;1;3031;-0.01
10;1;3159;-0.33
10;1;3232;0.16
10;1;3267;-0.22
10;1;3270;0.53
10;1;3301;0.31
10;1;3324;0.21
10;1;3401;0.55
10;1;3451;-0.64
10;1;3456;-0.8
10;1;3483;-0.09
10;1;3484;-0.1
10;1;3541;0
10;1;3570;-0.66
10;1;3582;0.55
10;1;3594;-0.51
10;1;3646;0.16
10;1;3650;-0.36
10;1;3697;-0.44
10;1;3700;-0.54
10;1;3720;0.21
10;1;3724;-0.23
10;1;3747;0
10;1;3772;-0.61
10;1;3807;-0.22
10;1;3856;0.14
10;1;3863;-0.5
10;1;4017;-0.37
10;1;4032;-0.09
10;1;4116;0.25
10;1;4130;-0.36
10;1;4132;-0.22
10;1;4163;0.22
10;1;4202;-0.34
10;1;4231;-0.1
10;1;4256;-0.07
10;1;4355;0.39
10;1;4380;-0.09
10;1;4402;-0.41
10;1;4425;-0.05
10;1;4427;0.15
10;1;4449;-0.29
10;1;4482;0
10;1;4548;-0.18
10;1;4552;0.27
10;1;4624;0
10;1;4679;-0.21
10;1;4686;0
10;1;4715;-0.19
10;1;4728;-0.15
10;1;4736;0
10;1;4739;-0.38
10;1;4795;0.64
10;1;4797;-0.16
10;1;4820;0.38
10;1;4847;-0.12
10;1;4988;-0.6
10;1;5067;0
10;1;5104;0.28
10;1;5114;0.13
10;1;5118;0.46
10;1;5343;-0.2
10;1;5347;0.22
10;1;5374;0.12
10;1;5469;-0.02
10;1;5485;0.91
10;1;5492;-0.17
10;1;5500;-0.25
10;1;5522;0.26
10;1;5655;-0.09
10;1;5656;0
10;1;5657;0
10;1;5658;0.32
10;1;5659;0.57
10;1;5660;0.52
10;1;5662;0.05
10;1;6011;-0.39
10;2;35;-0.35
10;2;112;0.48
10;2;365;-0.03
10;2;369;0.49
10;2;381;0.14
10;2;389;0.25
10;2;413;-0.1
10;2;414;0.81
10;2;425;-0.27
10;2;430;0.07
10;2;478;-0.16
10;2;479;-0.2
10;2;490;-0.15
10;2;496;0.11
10;2;532;0.16
10;2;617;-0.08
10;2;759;-0.06
10;2;792;0.2
10;2;910;0.24
10;2;937;0.39
10;2;1003;-0.1
10;2;1066;0.03
10;2;1082;0.37
10;2;1158;-0.09
10;2;1162;0.1
10;2;1195;0
10;2;1219;-0.02
10;2;1242;-0.01
10;2;1270;-0.18
10;2;1290;0.08
10;2;1292;0.12
10;2;1327;0.13
10;2;1359;-0.27
10;2;1393;0.13
10;2;1420;0.01
10;2;1422;0.24
10;2;1427;-0.04
10;2;1442;-0.47
10;2;1451;-0.45
10;2;1464;-0.14
10;2;1474;-0.06
10;2;1490;-0.7
10;2;1508;0.09
10;2;1544;0.05
10;2;1585;0.18
10;2;1594;0.59
10;2;1601;-0.67
10;2;1671;-1.02
10;2;1686;0.22
10;2;1694;-0.13
10;2;1698;0.06
10;2;1729;-0.66
10;2;1757;2.19
10;2;1765;-0.49
10;2;1781;-0.08
10;2;1796;0.07
10;2;1801;-0.4
10;2;1802;-0.32
10;2;1841;0.08
10;2;1866;0.04
10;2;1874;-0.19
10;2;1938;-0.09
10;2;2003;0.1
10;2;2029;-0.2
10;2;2036;-0.59
10;2;2111;0.04
10;2;2132;-0.3
10;2;2158;-0.32
10;2;2238;0.13
10;2;2266;-0.07
10;2;2277;-0.44
10;2;2281;0.5
10;2;2352;0.12
10;2;2384;0.28
10;2;2468;-0.75
10;2;2516;0.54
10;2;2525;-0.22
10;2;2529;-0.27
10;2;2612;0.01
10;2;2715;1.34
10;2;2774;0.28
10;2;2815;-0.17
10;2;2875;-0.12
10;2;2963;0.37
10;2;2986;-0.07
10;2;2990;-0.14
10;2;2999;-0.79
10;2;3002;0.09
10;2;3031;0.33
10;2;3159;-0.63
10;2;3232;-0.63
10;2;3267;0.12
10;2;3270;-1.55
10;2;3301;-0.28
10;2;3324;0.2
10;2;3401;-0.05
10;2;3451;-0.43
10;2;3456;-0.27
10;2;3483;0.21
10;2;3484;-0.76
10;2;3541;-0.12
10;2;3570;0.04
10;2;3582;1.36
10;2;3594;0.24
10;2;3646;0.02
10;2;3650;-1.5
10;2;3697;-0.1
10;2;3700;-0.09
10;2;3720;0.86
10;2;3724;0.37
10;2;3747;-0.12
10;2;3772;0.06
10;2;3807;0.02
10;2;3856;-2.77
10;2;3863;-2.88
10;2;4017;-0.32
10;2;4032;0.13
10;2;4116;0
10;2;4130;0.58
10;2;4132;0.25
10;2;4163;0.16
10;2;4202;-0.07
10;2;4231;0.13
10;2;4256;-0.36
10;2;4355;-0.38
10;2;4380;0.27
10;2;4402;-0.68
10;2;4425;0.26
10;2;4427;0.07
10;2;4449;0
10;2;4482;0.48
10;2;4548;0.1
10;2;4552;0.54
10;2;4624;0.02
10;2;4679;0.07
10;2;4686;0.52
10;2;4715;0.09
10;2;4728;-0.22
10;2;4736;0.01
10;2;4739;0.29
10;2;4795;1.31
10;2;4797;0.05
10;2;4820;-0.21
10;2;4847;0.38
10;2;4988;-0.12
10;2;5067;-0.47
10;2;5104;0.19
10;2;5114;-0.27
10;2;5118;0.22
10;2;5343;-0.04
10;2;5347;0.22
10;2;5374;0.36
10;2;5469;0.24
10;2;5485;0
10;2;5492;0.27
10;2;5500;-0.08
10;2;5522;0.39
10;2;5655;-0.46
10;2;5656;-0.17
10;2;5657;0.03
10;2;5658;0.43
10;2;5659;-0.19
10;2;5660;-0.38
10;2;5662;-0.51
10;2;6011;0.09
10;3;35;-0.24
10;3;112;0.54
10;3;365;0.05
10;3;369;-0.02
10;3;381;-0.33
10;3;389;0.15
10;3;413;-0.22
10;3;414;-0.02
10;3;425;0.22
10;3;430;-0.1
10;3;478;-0.27
10;3;479;-0.18
10;3;490;0.07
10;3;496;0.02
10;3;532;-0.03
10;3;617;0.25
10;3;759;-0.11
10;3;792;-0.05
10;3;910;-0.1
10;3;937;0.05
10;3;1003;-0.08
10;3;1066;-0.18
10;3;1082;-0.18
10;3;1158;0.11
10;3;1162;0.18
10;3;1195;-0.05
10;3;1219;-0.07
10;3;1242;0
10;3;1270;-0.15
10;3;1290;0.26
10;3;1292;-0.06
10;3;1327;-0.07
10;3;1359;-0.23
10;3;1393;-0.19
10;3;1420;0.1
10;3;1422;0.2
10;3;1427;0.14
10;3;1442;0.11
10;3;1451;-0.24
10;3;1464;0.22
10;3;1474;-0.15
10;3;1490;0.13
10;3;1508;0.06
10;3;1544;0.36
10;3;1585;0.14
10;3;1594;0.25
10;3;1601;0.15
10;3;1671;0
10;3;1686;0.45
10;3;1694;-0.2
10;3;1698;0.1
10;3;1729;0.14
10;3;1757;0.71
10;3;1765;-0.22
10;3;1781;0.03
10;3;1796;0.14
10;3;1801;0.1
10;3;1802;-0.31
10;3;1841;0.18
10;3;1866;-0.1
10;3;1874;0.47
10;3;1938;-0.81
10;3;2003;-0.13
10;3;2029;-0.11
10;3;2036;0.02
10;3;2111;-0.2
10;3;2132;-0.07
10;3;2158;0.1
10;3;2238;-0.29
10;3;2266;-0.06
10;3;2277;0.02
10;3;2281;-0.33
10;3;2352;-0.01
10;3;2384;0.31
10;3;2468;-0.01
10;3;2516;-0.03
10;3;2525;-0.16
10;3;2529;0.02
10;3;2612;0.24
10;3;2715;0.6
10;3;2774;0.05
10;3;2815;0.04
10;3;2875;-0.2
10;3;2963;0.08
10;3;2986;0.05
10;3;2990;-0.16
10;3;2999;0.09
10;3;3002;0.16
10;3;3031;0.02
10;3;3159;-0.33
