0;0;0;0;0;1;0;0;0;2;0;2;0;0;0;0;0;0;0;0;1;1;1;1;0;0;5
5;0;0;1;0;0;1;0;0;0;1;0;0;5;0;0;0;1;3;0;0;0;0;1;0;0;0
0;0;1;2;3;4;0;1;0;0;0;0;1;0;1;0;0;0;0;4;1;2;3;0;0;0;0
0;0;0;0;1;1;0;0;0;1;1;3;4;3;2;0;0;0;0;0;0;1;1;0;0;0;0
0;5;3;1;0;2;1;0;0;0;0;0;1;1;0;0;0;0;7;5;2;0;2;0;0;0;0
0;0;0;0;0;0;0;2;10;6;32;5;3;0;0;0;0;0;0;0;0;0;0;1;0;2;5
5;25;16;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;25;18;3;0;0;0;1;0;0
0;0;0;0;0;0;0;0;3;16;30;2;2;0;0;0;0;0;0;0;0;0;0;0;0;2;3
3;8;2;2;1;0;1;0;0;0;0;0;0;0;0;0;1;1;4;3;5;0;1;1;0;1;0
0;0;0;0;0;0;0;0;1;1;5;6;1;0;0;0;0;0;0;2;1;0;0;0;0;0;3
3;1;8;2;0;0;0;1;1;2;0;0;0;0;0;1;0;1;2;0;10;1;0;0;0;0;2
2;3;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;3;1;0;0;0;0;0;0;0;2
2;4;4;1;2;0;0;1;1;0;0;0;0;0;0;0;1;5;2;5;5;0;0;1;2;0;0
0;1;0;0;0;0;0;0;0;5;3;4;0;0;3;15;4;1;0;0;0;0;0;1;1;5;2
2;0;2;4;3;9;4;0;1;0;0;0;1;0;0;0;4;3;1;2;2;3;4;1;1;0;0
0;0;0;0;0;0;1;1;0;0;0;0;1;6;0;0;0;1;0;1;0;0;0;0;0;1;1
1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0
