0;0;0;1;0;1;0;1;0;2;0;2;1;0;0;0;0;0;0;0;3;4;2;4;0;0;9
9;4;0;1;0;0;1;0;0;0;1;4;5;11;3;0;0;2;3;2;1;1;0;5;0;0;0
0;3;5;7;20;19;2;1;0;0;1;2;1;0;1;1;0;0;1;11;10;8;9;0;0;0;0
0;0;0;0;1;2;0;0;1;1;3;17;9;9;2;0;0;0;0;0;1;2;1;0;0;1;0
0;12;16;7;4;3;1;0;0;0;0;0;1;6;0;0;1;3;16;31;7;4;3;0;0;0;0
0;0;0;0;0;0;0;4;61;23;113;27;5;0;0;0;0;0;0;0;0;0;0;1;0;2;10
10;102;31;5;0;0;0;0;0;0;1;1;0;0;1;1;1;1;73;52;4;2;0;2;1;0;0
0;0;1;0;0;0;1;0;3;49;94;8;7;0;1;3;0;0;0;0;0;0;0;0;0;4;9
9;27;7;7;2;1;5;1;1;1;0;0;0;0;0;0;2;2;6;9;11;4;1;1;2;1;0
0;0;1;0;0;0;0;0;1;3;17;23;6;4;0;1;0;0;1;2;1;0;0;0;0;0;4
4;8;23;11;7;1;0;1;3;4;2;1;0;0;0;1;0;1;4;10;20;3;0;0;1;2;5
5;7;0;0;0;0;0;0;1;4;0;8;5;1;0;0;1;8;4;2;0;0;0;0;0;3;8
8;12;13;4;3;4;4;4;4;2;0;0;0;0;0;0;5;20;11;16;8;1;1;4;4;6;1
1;1;0;0;0;0;0;5;3;11;15;14;0;1;7;24;11;1;0;0;0;0;0;2;3;11;5
5;2;4;11;12;16;7;0;1;0;0;0;1;1;0;2;7;5;2;4;3;17;14;3;3;0;0
0;0;0;1;1;0;3;4;0;0;5;1;8;6;3;0;0;1;0;1;1;0;1;1;0;3;2
2;1;1;3;2;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;2;1;0;0;0;0;0
