227.1,219.2,208.2,210
404.3,436.2,347.7,443.7
13,11.4,12.7,6.5
79.6,75.8,101.7,95
1035.5,1115.2,741.7,472.6
26.4,15.2,31.2,31.2
28.3,25.9,28.9,25.7
21.6,20.5,23.1,23.7
1,6.3,2.6,1.5
2.3,1.6,5.3,1.6
2.5,4.6,6,3.1
254.3,194.5,203.3,290.9
24.5,30,11.9,17.6
398.1,242.2,191.1,272.6
948.3,570.2,497.2,753.9
4,23.6,9.4,3.4
4.7,1.3,11.6,7.7
111.7,69.4,99.2,122.9
300.1,201.7,237.9,257.9
6.2,0.3,5.4,2
1.5,10.4,1.2,12.7
8.6,4.4,2,9.8
53,33.2,41.6,75.6
66.2,89.3,91.3,86.8
45.8,34.6,33,31.7
22.7,4.3,5.1,6.6
205.3,163.1,150.2,157.1
86.4,58.5,60.4,84.8
153.2,158.9,145,222.6
2.4,1.3,7.1,3.2
33.1,23.5,6.6,10
5.8,5.8,14,3.7
91.1,106.2,98.1,139.6
138.2,124.5,146,229.5
10.1,3.6,8.4,13
8.8,2.2,3.3,2.3
196.1,241.5,252,196.2
2.6,2.4,3.9,2.8
63.9,40.7,31.4,68.5
0.6,1.8,1.4,1.6
3.3,1.7,1.2,6.6
28.3,21.6,16.8,25.4
0.4,5.4,3,3.7
16.5,5.7,13.9,7.3
26.9,43.4,40.4,36.6
84.1,63.5,79.2,84.3
61,71.3,55.8,49.5
0.8,5.5,1.5,2.1
118,136.5,130.9,161.1
67.5,30.1,52.3,54.3
87,36,52.8,74.8
61.1,101.6,79.8,91.2
6.3,6.1,3,7.6
2.4,8.1,0.4,10.5
0.9,6.7,3.1,0.9
5.4,10.1,8.1,5.2
6.1,0.4,0.9,5.5
0.6,0.5,1.4,0.7
5.9,0.6,6.5,2.4
12.9,0.9,9.8,13.1
2.6,3.4,5.7,5
2.8,1.7,3.2,4.7
0.3,0.5,0.7,0.4
114.4,110.3,188.4,281.7
106.4,120.4,98.4,141
37.7,26.2,11.1,15.3
14.4,13.6,29.2,13.3
6.3,6,11,20.3
7.3,6.6,11.2,12.8
0.9,0.9,0.7,0.7
2.8,1.7,2.6,1.8
14.7,20.5,36.2,29.2
203.2,220.8,234.9,230
97.7,128.6,122.3,133.2
3,9.2,1.7,3.7
17.9,3.1,1.9,2.1
4.1,4.2,5.5,4.5
3.8,5.9,1.7,6.9
1.5,4.8,0.7,8.4
12.5,17.7,10.2,10
29.8,48.3,49.6,38.7
71.3,67.4,124,175.8
1,4,0.8,2.3
0.6,10.2,0.9,1
24,17.9,19.4,25.1
24.2,26.6,30,26.7
0.4,0.9,0.9,0.5
0.3,3.8,1,2.5
20.6,30.3,28.4,21.9
33.9,41.8,36.2,28.6
10.8,11.9,12.6,15.8
4.1,0.5,2.1,7.2
13.8,16.1,9,7.3
31.5,4.3,22.7,23.2
13.1,1.3,10.3,7
10,11.8,4.4,6
5.4,6.8,7.4,31.1
8.5,0.3,5.5,0.8
4.4,9.2,16,11
4.1,1.4,2.6,2.7
6.6,1.7,4.1,1.5
0.9,2.8,3,0.6
9.9,8.7,6,3.2
3.3,1.8,2.2,5.5
2,0.4,0.2,0.6
30.6,15.3,13.5,17.5
16.2,17.9,19.7,17.2
6,7.3,5.2,8.7
1.7,1.7,13.8,2.3
3.7,5.8,13,3.3
1.8,7.4,6.8,6
3.2,12,5.6,14
23.1,16.1,18.9,7.6
2.2,6.7,23.9,4.7
3,0.8,1,1.3
6.6,9.1,7.3,4
16.1,6,14.5,16.7
98.2,64.5,93.2,99
0.9,2.6,2.1,1.1
25.8,37,27.2,20.8
2.2,0.7,2.3,3
1.5,2.2,1.9,2.5
36,37.4,53.1,53.2
0.6,0.7,0.5,3.6
14.5,7.2,14.6,11.7
330.8,301.7,368.9,349
63.8,77.4,92.4,78
30.1,28.2,27.4,24.5
2.3,1.9,3.8,1.7
3.3,2.1,2.1,1
4.5,6.5,1.3,11
0.3,1.3,1.6,0.7
7.9,8.2,5.4,16.6
6.1,2.7,2.3,10.3
1.1,1.6,0.9,1.5
4.3,1.2,0.5,0.9
11.9,14.5,2.5,8.3
1,2,4.3,4.2
2.1,2.7,1.1,1.1
19.8,8.9,1.8,16
9.2,1.5,6,4.5
4.3,0.6,0.6,0.8
9.5,5.1,0.5,5.5
3,1.6,6.8,0.8
1.5,9.7,3.8,0.4
8.1,12.5,7.9,1.8
0.4,0.4,7.4,0.9
9.4,4,3.4,7.9
3.1,10.1,3.8,4.7
29.1,20.1,22.2,25.9
87.3,95.8,121.8,118.1
107.9,123.8,126,145.5
318.4,284.8,180.6,224.2
133.3,92.1,53.9,124.9
9.7,8,5.4,1.9
3.5,8,5.4,0.9
5.6,0.5,4.5,0.5
33.2,26.8,24.7,14.5
4.3,4.3,9.9,6.3
6.8,20.2,6.7,10.9
66.8,95.8,107.6,124.8
56.3,64.2,42.1,72.4
0.4,0.2,0.3,1.3
10.9,21.7,16.9,9.4
10.4,12.9,10.1,12.8
2.1,8.2,4.5,19.6
0.9,1.3,1.1,0.9
2.7,12.2,1.3,4.3
135.6,73.3,102.9,108.8
13.3,15,20.4,5.5
21.5,9.7,15.5,9.1
3.9,12.9,13.1,7.1
1.3,1.1,1.7,1.3
3.9,1.1,8.3,0.7
15.3,14.8,14,21.3
23.6,26.3,2.7,21
19.5,16.2,15.9,21.3
7.3,25.7,5.7,8.3
0.9,0.9,1.7,2.7
21.7,2.4,7.8,4.9
68.4,71.4,49.6,46.3
0.4,1.4,0.9,0.6
0.8,1.1,0.4,2.9
7,10.1,11.9,14.7
129.2,101.5,102.2,114.5
69.3,23.8,69,40.4
17.7,13.6,18,7.3
294.6,478.2,320.3,342
349.8,430.7,471,499
19,21,22.1,8.2
19.2,24.7,20.7,25.3
24.9,6.8,4.1,4
1.3,1.3,7.5,1.2
3.2,15.2,2.9,6.6
5.8,9.8,6.5,4.4
2.6,0.8,5.2,0.6
19.2,23.7,21.2,14.5
11.7,11.6,9.6,11.1
0.8,0.5,1.2,0.4
27.6,13.5,8.1,18.3
28.4,17,25,18
4.7,2.4,5.8,7.7
14.6,11.4,18,15.5
12.6,1.2,16.5,7.5
9.9,9.3,8.5,13.9
13.4,2,7.3,1.9
4.5,6.3,7.6,4.4
11.6,1.1,4.1,15.1
10.3,11,5.7,8.6
1.1,11.2,1.7,1.4
3.7,11.2,13.5,11
9.8,1.4,10.3,0.5
32.9,19.3,22.7,45.9
5.1,4.1,3,1.7
16.6,33.4,29.8,33.9
1.3,14.6,2.6,1
8.1,1.2,6.8,6.7
2.9,0.9,0.4,0.6
1.6,0.7,1.3,5.1
12.8,0.9,1.7,2.1
9.1,8.7,6.8,1.7
30,12,42.7,25.7
45,51,63.6,37.7
509.2,598.5,714.5,555.3
5.2,14.2,19.9,3.8
17.1,19,11,11.3
11.5,7.8,3,6.1
8.2,0.9,4.4,3.8
13.3,5.7,9.6,6.4
9.7,4.4,4.3,8.7
1.8,1.8,7.9,2
0.5,1.1,6.7,7
19.7,14.5,24.9,18.7
7.7,12.5,11.7,3.9
0.2,0.4,0.3,6.1
8.8,9.4,5.3,4.4
2.5,0.6,2.3,1.6
11.1,5.2,3.6,1.6
11.1,4.9,6.2,3.5
143.1,115.1,80.3,40.6
8.4,7.9,9.7,8.3
24.1,19.8,26.8,33.8
1.6,1,0.6,19.2
6.8,19.3,7.3,6
1.6,1.7,11.4,1.8
2.7,1.8,10.9,3.9
8.3,10.1,16,8
166.9,164.3,147.4,115
62.7,47.4,63.2,53.9
78.6,66.2,59.3,55.3
76.5,67,72.3,64.6
94,87.5,85.9,87
22.4,13.4,3.4,15.3
341.6,272,260.2,287.7
90.1,61.2,65,98.1
510.3,435.5,423.7,370.2
66.2,11.4,50.2,46.1
95.5,250.1,258.8,172.6
39,135.2,172,98.7
0.9,2.9,1.1,0.8
126.9,107.5,110.9,85.6
14.3,12.8,9.7,1.1
120.4,110.9,104.3,107.6
263.6,394.4,399.8,301.8
10.2,7.2,5,1.5
43.3,8.6,15.8,18.1
21.9,21.5,18.3,10.9
51.9,45.5,54.6,62.4
49.7,56.5,54.8,37.2
40.2,59.7,42.6,34.8
3.9,3.6,11.5,6
8.1,13,2.3,11.1
74.4,55.3,50.4,88.5
51.7,68.8,68.7,85.9
28.5,43.7,53.8,69.9
63.6,53.5,55.1,76.7
3.6,2.1,11.7,2.6
1.6,12.9,14.6,1.8
12.4,13.6,14.4,3.8
29.6,22,33.9,47.2
45.9,94.2,91.7,67.5
9.2,7.1,1,2.6
21.7,22.2,17.9,20
136.5,124.8,101.3,94.4
0.6,0.4,3.3,0.2
12.1,11.6,14.2,2
98.5,106.8,110.2,108.2
190.5,121,159.2,162.5
15.1,15.8,25.7,28
0.9,4.7,1.1,10.4
0.9,0.7,12.4,0.7
2,6,15,6.8
33.6,21.5,20.8,26.2
4.1,1.7,1,1.4
24,4.7,3.7,21.6
1.2,4.7,7.7,7
0.6,3.5,3.2,2
4,0.6,7.5,9.5
21.9,9.9,27.9,29.9
20.1,13.2,10.8,5
88.1,37.3,57.5,52
72.9,120.5,99.9,68.5
28.6,28.2,30.3,27.4
18.1,38,26.8,34.2
41.8,32.2,35.2,41.2
2.5,2.4,1.7,10.7
5.2,7.5,2.4,6
42.6,48.9,46.5,46.6
20.2,7.4,24.3,13.9
0.3,0.3,1.5,0.6
3.8,1.1,0.7,1.4
9.5,11.2,9.8,4.5
37.5,28.9,30.8,14.7
37.2,28.5,28.2,35
55,54.9,52.9,61
0.7,1.8,0.5,4.8
1.3,1.2,0.5,7.4
20.9,16.5,30.1,44.2
27.5,13.3,18.9,21.2
29.3,26.5,29.8,28.3
7.8,12.9,14,13.9
11.2,14.5,3.7,2.3
1.5,1.2,6.6,6.3
0.3,1.2,5.5,1
5.9,7.8,4,4.7
121.1,98.6,90.2,77.7
4.8,6.2,4.8,14.5
12.7,1.6,4.3,15.7
0.5,9.1,1,1.7
2.5,0.4,3.8,4.7
15,13.7,19.7,13.4
17,10.9,18.2,17.9
6.2,1.6,2.7,4.9
0.9,2.4,3,4.5
77.3,77.3,94.3,91.2
10.4,2.3,2.7,1.9
1.6,0.8,0.4,3.1
4.7,7.8,6.4,11.4
1.5,11.3,9.1,11.2
7.6,13.4,12.4,8.8
26.2,49.2,53.8,32.8
28.7,28.5,20.9,9.4
42.7,33.4,10.1,54.8
13.2,20.2,23.9,21.8
40.4,36.1,38.9,41.2
5.2,0.8,1.6,1.2
8,7.8,10.5,12.9
1.7,5.8,15.7,3.8
8.8,7,3.2,8.8
2.9,1.3,4,2.3
49.8,6.6,7.7,9.9
7.3,0.6,0.5,1.9
16,4.8,6.6,5.8
12.2,4.3,14.6,8.8
8.6,3.8,14.2,0.5
12.3,36.8,51.3,71.9
9.5,1.1,7.7,12.2
3.1,12.2,14,6.9
0.4,0.4,1.4,6
9.2,1.6,6.6,4.9
0.7,0.9,2.6,0.8
1.9,9.9,6.6,3.6
110.9,115.8,99.6,97.2
756.2,885.2,749.3,696.7
2.5,1.8,2,1.8
14,19,20.8,9.1
3.1,13.2,1.4,2.5
0.5,0.4,1.3,1.2
6.3,1.2,7.9,2.1
21.2,22.4,25.1,20.4
23.8,29.7,23.1,21.1
2.4,1.6,1.3,12.3
6.2,2,6.2,2.1
9.7,14.1,7.8,13.1
2.3,7.5,7.1,4.1
10,0.5,9.8,7.4
14.8,16.5,17.1,22.4
18.3,2.3,15.6,14.1
24.7,24.3,27.6,19.9
63.8,74.3,85,85.5
178.2,219.1,163.1,172.9
3,3.1,3.4,3.8
21.9,20.7,16.1,30.2
2.4,3,3.4,7.1
10,11.5,17.3,10.5
2,0.5,10.6,13.3
8.1,6.3,10.9,11.1
2.5,3.5,1.1,1.3
4,6.1,4.3,2.1
5,6.3,12.4,5.5
1.9,1.3,0.6,0.8
20.8,17.2,15.9,12
2.1,8.1,3.1,3
1.7,9,8.5,2
4.3,6.7,23.2,9.8
3,2.6,3.4,0.3
1.2,0.9,0.8,1.1
6.9,1.5,13.8,16.3
87.2,58.8,74.4,65.8
3.7,11,14,13.4
1.7,3.4,1.1,2.5
2.2,11,6.3,4.3
1.4,1.4,1.9,0.8
3.3,1.3,18.9,3.2
21.5,34.2,35.3,47
4.1,2.8,2.4,10
1.2,5.5,3.2,0.2
9.4,6.8,6.8,8.2
9.3,6.7,16.5,2.7
10.3,25,15.4,1.3
6.2,11.6,7,6.2
1.7,3.3,5.5,1.2
3.6,8.7,2.3,2.5
2.3,0.7,1.1,2.7
31.8,27.4,30.7,22.5
0.4,0.5,0.6,3.3
0.8,12.4,9.1,15
0.3,2.2,3.1,9.1
10.1,3.5,1.2,3.4
1,0.7,0.8,0.6
13.8,49.1,33.8,33
3.4,16.9,4.1,14.3
288,519.9,565.5,399.2
0.2,2.3,2.8,1.1
4.9,4.6,0.8,0.7
1.9,2.5,1.7,5.2
1.9,4.2,1.5,5.7
2.5,0.6,1.2,1.9
2.7,7.9,7.6,7.4
1,1.9,2,4
3.5,0.5,4.3,0.4
5.6,1,6.1,1.8
12.4,19.3,37.4,39.5
57,55.2,44.8,58.7
8.5,15.8,13.2,13.1
7.2,12.2,13.7,6
6.1,9.5,19.6,8.5
4.6,5.5,8.6,5
9.2,2.6,5.1,25.5
35.1,35.8,33,23.7
5.2,1.1,1.2,3.9
4.6,0.9,7.6,10.2
17.9,13.5,10.6,18.7
1.1,0.6,2.1,0.6
6,14.1,4.3,1.7
5.9,7.5,5.4,6.5
20.6,12.2,16.9,14.2
21.1,17.6,18.9,14.4
25.4,9.7,45.3,9.9
12.3,14.5,18.6,22.2
72.4,41.6,73.3,57.9
1.9,5.5,2.2,1
4,3.8,8.3,4.4
8.4,18.9,25.7,32.5
10.3,8.9,5.8,11.2
67.6,58.8,75.1,53.1
9,4,9.8,7.6
10.6,11.7,13.1,19.2
0.6,6.1,0.8,12.2
1,1.2,2.2,1
7.1,14.3,1.7,7.3
4.1,0.5,4,9.1
0.9,2.4,4.7,7.7
0.5,6.1,5.3,0.9
2.2,13.8,1.1,5.6
2.4,15.9,15.7,4.1
5.8,0.8,1.4,1.4
5.9,1,3.4,0.7
74.3,21.2,3.7,37.2
11.4,13,6.9,24
22.8,11.9,24,14.5
12.6,6.1,12.2,9.2
72.6,74.5,67.2,51.1
0.6,0.8,8.2,10
15.2,1.7,5.5,13.2
20.2,12.5,5.5,17
