236.8,227.3,214.6,127.7
117.8,148.3,159.4,266.4
15.8,5.5,1.7,9.9
79.6,99.7,93.8,107.7
342.3,329.7,415.8,1028.8
16.4,14.9,18.8,33.2
17.7,24.6,29.8,32.1
35.1,51.3,42.7,12
1.5,1,1.3,1.2
14.2,12.3,9.2,1.3
2.2,9,12.4,4.6
277.7,224.4,216.6,321.2
11.6,21.5,25.6,23.5
91.2,62.1,77,227
246.6,166.7,189.6,618.8
12.7,18.8,1.7,9.4
11.7,1.3,1.6,13.9
66.7,112.8,103.4,145.8
218.1,204,234.2,272.1
6.6,1.6,12.4,6.1
5.8,16.1,10,6.9
21.4,6.5,4,4.2
28.3,23.8,23.1,63.2
72.1,130.9,90.9,89.9
28.2,39.3,20.7,44.1
33.1,8.8,4.1,5.9
206.8,158.2,163.5,123.1
77.5,31.8,50.3,129.7
109.4,89.7,78.4,177.1
8.9,11.3,2.9,1.3
7.9,11.2,28.5,27
9,14.3,16.2,11.1
53.3,70.9,81.2,136.6
153.1,154.8,141.1,204.2
8.7,2.1,1.1,1.9
21,10.1,10,12.6
159.2,157,171.9,235.4
11.6,6.2,2.8,3.6
102.5,57.1,41.9,70.5
1.5,2,0.6,0.5
24.7,24.3,17,3.1
19.5,24.4,18.8,30.3
13.3,12.8,9.8,0.8
14.8,10.2,12.2,6.5
13.9,18.7,18.6,23
49.2,59,75.2,68.2
22.6,18.5,29,55.2
12.6,6.3,8.7,0.6
139,165.4,164.7,127.9
52.1,44.4,38.6,64.2
82.8,85.5,80.1,77.6
29.1,51,37.4,48.2
11.8,1.6,2.8,9.8
5.2,0.3,1.8,1.7
2.6,5.3,9.4,3.7
14.4,5.8,2.7,8.1
5.4,7.4,7.9,8.7
1.4,1.6,1.2,1.2
1.8,7.2,4.1,0.6
24.5,29.9,36.2,11.1
4.4,6.5,3.3,0.1
3,11.9,10.6,4.7
4.2,0.3,0.7,3.2
260.9,239.7,228.2,316.4
166.7,137,127.5,153.7
