611.8;377.5;381.5;417.4;583.5;475.8;695.4;1029.2;595.5;605.8;399.3;579.3
1049.8;706.7;669.5;757;1335;951.4;1022.2;2347;1175.6;1347;946.4;1265.5
363.3;358.7;272.5;333.7;569.2;440.8;612.7;815.9;526.3;573;459.4;510.2
1434.4;1142.6;968.8;1150.1;1619;1122.7;1631.3;2800;1627.2;1663.8;1264;1525.3
1163.2;958.6;677.3;950.2;1398.6;938.5;1154;1846.2;1126.9;1341.4;837.4;1432.6
1686.2;1244.6;961.4;1386.6;1048;768.9;952.9;1667.6;1034.2;1168.4;694;1109.1
8760.9;8359.7;6710.2;7129.3;7691.2;5890.2;8452.1;13374.4;7883.8;9179;5632.7;8577.2
17554.6;14044.8;10558;13855.6;15838.7;12028;14699.8;25127;12400.1;16714.7;10825.7;17743.7
23053.7;21309.4;15180;18808.2;29462.9;18125;24346;39016.9;23842.9;31205;18058.7;30787.6
26.6;34.9;38.7;4;26;35.9;55.4;117.6;20.3;35;9.8;24.5
36.5;19.1;29.3;25;38.5;24.5;41.6;88.7;23;25.8;76;39.5
5.3;7.4;4;4.2;6.1;4.4;5.6;11;31.1;10;16;5.7
4.4;3.2;21.5;3.1;4.9;21.1;2.4;57.2;1.3;2;8.1;2.2
50.6;9.3;21.2;11.4;7.8;8.1;6.7;103.1;8.7;6.7;15.6;11.5
23;16.3;7.1;2.7;27.1;6;5.3;47.8;28.8;1.9;9.5;15.8
3.2;5.9;2.8;3.8;3.6;2.3;5.3;14.7;1.6;3.3;9.2;6.1
7.3;3;15.5;3;6.7;7.8;10.9;16.3;2.9;4.8;16.8;7.5
49;17.5;27.7;32.1;6.5;19;69.9;42.2;25.8;43.8;48.5;16.9
7.9;6.8;8.4;26.6;8.6;20.8;10.7;8.5;10.3;47;13.3;6.7
34.6;10.2;32.8;11.9;23.7;11;30.6;74.8;29.3;11.2;56.6;13.1
10;6.7;17.4;5.5;9.9;9.8;13.8;39.3;10.5;12.8;20.3;6.7
6.3;7;4.2;2.9;9.8;22.9;60.7;43;32.6;24.3;13.2;27.5
12;7.9;5.5;1.9;5.7;2.6;5.4;9;2.3;6.3;7.9;3.5
22.2;1.9;2.8;1.4;2.6;4.1;2.6;9.9;1.7;1.2;4.5;16.3
599.6;403.3;365.3;485.5;841.5;409.2;749.7;888.7;668;724.5;540.8;764.6
1078.5;867.3;736.8;762;1394.2;877;1319.4;1554.5;1215.8;1388.5;958.1;1470.2
935.5;746.7;452.2;601.5;1094.2;719.3;1159.9;1500.4;993.2;1130.4;688.6;1020.4
1794;1571.1;1336.7;1403.1;2046.8;1622;2581.6;2508.5;1981.8;2365.9;1731;2200.2
2498.5;1941.9;1617.9;1837.6;2318.9;1712.7;2384.1;2787.5;2183.3;2290.6;1911.1;2397.8
