ID	Pop.total	Pop.term	Study.total	Study.term	p	p.adjusted	p.min	name
GO:0000000	6178	5560	115	102	0.7424096503110197	1.0	0.0	"root"
GO:0000003	6178	490	115	4	0.9844733427491409	1.0	0.0	"reproduction"
GO:0032774	6178	770	115	18	0.18142972071757174	1.0	0.0	"RNA biosynthetic process"
GO:0032780	6178	4	115	1	0.07242154239671288	1.0	1.6490790983396384E-14	"negative regulation of ATPase activity"
GO:0000018	6178	27	115	1	0.3985471719323601	1.0	5.114450318230899E-75	"regulation of DNA recombination"
GO:0032787	6178	176	115	4	0.4157805368837043	1.0	0.0	"monocarboxylic acid metabolic process"
GO:0000022	6178	16	115	1	0.25992735013201707	1.0	4.736917559957599E-48	"mitotic spindle elongation"
GO:0016407	6178	61	115	1	0.6839445565219906	1.0	3.9160473451005534E-148	"acetyltransferase activity"
GO:0016410	6178	51	115	1	0.6179559535111595	1.0	8.85677798026569E-128	"N-acyltransferase activity"
GO:0000027	6178	40	115	1	0.5295190374206296	1.0	2.1511849663005598E-104	"ribosomal large subunit assembly"
GO:0000028	6178	24	115	1	0.36352259474338405	1.0	6.788636849792917E-68	"ribosomal small subunit assembly"
GO:0016421	6178	2	115	1	0.03688533675779493	1.0	5.2408833131183764E-8	"CoA carboxylase activity"
GO:0000041	6178	49	115	1	0.6032040902734602	1.0	1.3044996159050566E-123	"transition metal ion transport"
GO:0000054	6178	49	115	2	0.23147591882940935	1.0	1.3044996159050566E-123	"ribosomal subunit export from nucleus"
GO:0000055	6178	28	115	1	0.4097920223977262	1.0	2.3281516649334116E-77	"ribosomal large subunit export from nucleus"
GO:0000070	6178	123	115	2	0.6725289649976146	1.0	2.1933652665172294E-261	"mitotic sister chromatid segregation"
GO:0016458	6178	158	115	2	0.7985668783339753	1.0	1.560877E-318	"gene silencing"
GO:0000075	6178	87	115	2	0.4845778651828645	1.0	6.085129478386752E-198	"cell cycle checkpoint"
GO:0016462	6178	426	115	9	0.3970377356578286	1.0	0.0	"pyrophosphatase activity"
GO:0000082	6178	64	115	3	0.11605190811052801	1.0	4.2791521454362524E-154	"G1/S transition of mitotic cell cycle"
GO:0000083	6178	27	115	2	0.0892029560751906	1.0	5.114450318230899E-75	"regulation of transcription involved in G1/S transition of mitotic cell cycle"
GO:0016469	6178	25	115	3	0.010723506138498791	1.0	2.7578147748486836E-70	"proton-transporting two-sector ATPase complex"
GO:0016471	6178	14	115	2	0.027012680215893668	1.0	7.497895487143899E-43	"vacuolar proton-transporting V-type ATPase complex"
GO:0000096	6178	52	115	1	0.6251266839433326	1.0	7.516769299407848E-130	"sulfur amino acid metabolic process"
GO:0000097	6178	42	115	1	0.546984917051515	1.0	9.83394769132953E-109	"sulfur amino acid biosynthetic process"
GO:0016482	6178	79	115	1	0.7755136536666312	1.0	4.922224260320552E-183	"cytosolic transport"
GO:0000099	6178	5	115	1	0.0896990808845997	1.0	1.3355029950948291E-17	"sulfur amino acid transmembrane transporter activity"
GO:0000100	6178	1	115	1	0.018614438329397555	1.0	1.6186468112627334E-4	"S-methylmethionine transmembrane transporter activity"
GO:0016485	6178	47	115	1	0.5878877557010264	1.0	2.084483341804701E-119	"protein processing"
GO:0000104	6178	10	115	1	0.17141593009574352	1.0	4.5128300449227395E-32	"succinate dehydrogenase activity"
GO:0016491	6178	333	115	8	0.2793836855725439	1.0	0.0	"oxidoreductase activity"
GO:0032879	6178	147	115	2	0.76441805850054	1.0	5.534815809084123E-301	"regulation of localization"
GO:0032880	6178	65	115	1	0.7070556327130317	1.0	4.54931124389748E-156	"regulation of protein localization"
GO:0000120	6178	8	115	1	0.13964051761452576	1.0	1.908562572615925E-26	"RNA polymerase I transcription factor complex"
GO:0000122	6178	147	115	4	0.2925988860145733	1.0	5.534815809084123E-301	"negative regulation of transcription from RNA polymerase II promoter"
GO:0000123	6178	50	115	1	0.6106492737623153	1.0	1.0642026561407865E-125	"histone acetyltransferase complex"
