ID	Pop.total	Pop.term	Study.total	Study.term	p	p.adjusted	p.min	name
GO:0000086	6178	32	197	2	0.2718225407225645	1.0	1.405935873923537E-86	"G2/M transition of mitotic cell cycle"
GO:0016471	6178	14	197	1	0.365032403621944	1.0	7.497895487143899E-43	"vacuolar proton-transporting V-type ATPase complex"
GO:0000096	6178	52	197	2	0.49786352436254466	1.0	7.516769299407848E-130	"sulfur amino acid metabolic process"
GO:0000097	6178	42	197	2	0.3893182982493444	1.0	9.83394769132953E-109	"sulfur amino acid biosynthetic process"
GO:0016482	6178	79	197	1	0.9239760977642847	1.0	4.922224260320552E-183	"cytosolic transport"
GO:0016485	6178	47	197	1	0.7832288789861954	1.0	2.084483341804701E-119	"protein processing"
GO:0000103	6178	12	197	1	0.3224243803399341	1.0	1.5660462930279868E-37	"sulfate assimilation"
GO:0016491	6178	333	197	7	0.913915083153385	1.0	0.0	"oxidoreductase activity"
GO:0000109	6178	22	197	2	0.1543872073871878	1.0	4.659831018001235E-63	"nucleotide-excision repair complex"
GO:0032879	6178	147	197	6	0.32773200095352994	1.0	5.534815809084123E-301	"regulation of localization"
GO:0032880	6178	65	197	3	0.34334188201295546	1.0	4.54931124389748E-156	"regulation of protein localization"
GO:0000112	6178	7	197	1	0.20304714511826913	1.0	1.4722174544616286E-23	"nucleotide-excision repair factor 3 complex"
GO:0032881	6178	15	197	1	0.3853258196655563	1.0	1.8246014326231625E-45	"regulation of polysaccharide metabolic process"
GO:0032885	6178	11	197	1	0.30006551986175023	1.0	8.048172907631841E-35	"regulation of polysaccharide biosynthetic process"
GO:0032886	6178	27	197	3	0.053271773635899966	1.0	5.114450318230899E-75	"regulation of microtubule-based process"
GO:0000118	6178	33	197	3	0.08665247815371095	1.0	7.548956042874796E-89	"histone deacetylase complex"
GO:0032887	6178	3	197	1	0.09265855830949953	1.0	2.5457658580480047E-11	"regulation of spindle elongation"
GO:0032888	6178	3	197	1	0.09265855830949953	1.0	2.5457658580480047E-11	"regulation of mitotic spindle elongation"
GO:0032889	6178	14	197	1	0.365032403621944	1.0	7.497895487143899E-43	"regulation of vacuole fusion, non-autophagic"
GO:0000122	6178	147	197	6	0.32773200095352994	1.0	5.534815809084123E-301	"negative regulation of transcription from RNA polymerase II promoter"
GO:0000123	6178	50	197	2	0.47711769994947406	1.0	1.0642026561407865E-125	"histone acetyltransferase complex"
GO:0016514	6178	12	197	1	0.3224243803399341	1.0	1.5660462930279868E-37	"SWI/SNF complex"
GO:0000131	6178	60	197	2	0.5754167575212896	1.0	3.9276028946387107E-146	"incipient cellular bud site"
GO:0000138	6178	5	197	1	0.14963314024587554	1.0	1.3355029950948291E-17	"Golgi trans cisterna"
GO:0000139	6178	144	197	6	0.31073537495103876	1.0	3.905394802944165E-296	"Golgi membrane"
GO:0000142	6178	12	197	1	0.3224243803399341	1.0	1.5660462930279868E-37	"cellular bud neck contractile ring"
GO:0000145	6178	8	197	1	0.2284886801057809	1.0	1.908562572615925E-26	"exocyst"
GO:0000148	6178	4	197	1	0.12160532171198857	1.0	1.6490790983396384E-14	"1,3-beta-D-glucan synthase complex"
GO:0000149	6178	28	197	1	0.5972391204050653	1.0	2.3281516649334116E-77	"SNARE binding"
GO:0000151	6178	84	197	2	0.7544932556767521	1.0	2.1643461334368525E-192	"ubiquitin ligase complex"
GO:0000153	6178	15	197	1	0.3853258196655563	1.0	1.8246014326231625E-45	"cytoplasmic ubiquitin ligase complex"
GO:0016538	6178	28	197	3	0.058312185449213835	1.0	2.3281516649334116E-77	"cyclin-dependent protein serine/threonine kinase regulator activity"
GO:0000154	6178	22	197	1	0.5104087581135613	1.0	4.659831018001235E-63	"rRNA modification"
GO:0000166	6178	901	197	26	0.7420890035892762	1.0	0.0	"nucleotide binding"
GO:0032940	6178	67	197	4	0.16462945733419526	1.0	5.384267735282281E-160	"secretion by cell"
GO:0032947	6178	25	197	1	0.5559304808119502	1.0	2.7578147748486836E-70	"protein complex scaffold"
GO:0000182	6178	18	197	1	0.44241480728601223	1.0	3.8180740768516367E-53	"rDNA binding"
GO:0032950	6178	4	197	1	0.12160532171198857	1.0	1.6490790983396384E-14	"regulation of beta-glucan metabolic process"
GO:0016567	6178	132	197	3	0.7987644700689013	1.0	1.8567830572986262E-276	"protein ubiquitination"
GO:0032951	6178	4	197	1	0.12160532171198857	1.0	1.6490790983396384E-14	"regulation of beta-glucan biosynthetic process"
GO:0016568	6178	245	197	9	0.3801929914387975	1.0	0.0	"chromatin modification"
GO:0000184	6178	31	197	1	0.6347227972769973	1.0	2.7007149428206348E-84	"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay"
GO:0032952	6178	2	197	1	0.06276287943118607	1.0	5.2408833131183764E-8	"regulation of (1->3)-beta-D-glucan metabolic process"
GO:0016569	6178	121	197	6	0.18856047830847456	1.0	5.3615388822973385E-258	"covalent chromatin modification"
GO:0032953	6178	2	197	1	0.06276287943118607	1.0	5.2408833131183764E-8	"regulation of (1->3)-beta-D-glucan biosynthetic process"
GO:0016570	6178	121	197	6	0.18856047830847456	1.0	5.3615388822973385E-258	"histone modification"
GO:0032954	6178	5	197	2	0.009494047580686569	1.0	1.3355029950948291E-17	"regulation of cytokinetic process"
GO:0016571	6178	30	197	1	0.6226307776242505	1.0	5.356127570444337E-82	"histone methylation"
GO:0032955	6178	5	197	2	0.009494047580686569	1.0	1.3355029950948291E-17	"regulation of barrier septum assembly"
GO:0032956	6178	41	197	3	0.14138757198174579	1.0	1.436927071006873E-106	"regulation of actin cytoskeleton organization"
GO:0016573	6178	53	197	3	0.23838993451432874	1.0	6.50324474157194E-132	"histone acetylation"
GO:0016575	6178	24	197	3	0.03949624432914134	1.0	6.788636849792917E-68	"histone deacetylation"
GO:0032968	6178	45	197	2	0.42308043181541516	1.0	3.625916929173886E-115	"positive regulation of transcription elongation from RNA polymerase II promoter"
GO:0032970	6178	41	197	3	0.14138757198174579	1.0	1.436927071006873E-106	"regulation of actin filament-based process"
GO:0016586	6178	16	197	1	0.4049738504178478	1.0	4.736917559957599E-48	"RSC complex"
GO:0016591	6178	78	197	6	0.03748433003223875	1.0	3.8007048086160445E-181	"DNA-directed RNA polymerase II, holoenzyme"
GO:0016592	6178	26	197	2	0.20048722028956392	1.0	1.1653369762157367E-72	"mediator complex"
GO:0000209	6178	29	197	1	0.6101405664657426	1.0	1.0978276143602658E-79	"protein polyubiquitination"
GO:0032984	6178	88	197	1	0.9434373617214008	1.0	8.791518537120072E-200	"macromolecular complex disassembly"
GO:0032986	6178	20	197	1	0.47751106590400466	1.0	3.8241685939355216E-58	"protein-DNA complex disassembly"
GO:0032989	6178	107	197	2	0.8611965260763041	1.0	7.394581686290755E-234	"cellular component morphogenesis"
GO:0000221	6178	8	197	1	0.2284886801057809	1.0	1.908562572615925E-26	"vacuolar proton-transporting V-type ATPase, V1 domain"
GO:0032991	6178	2129	197	76	0.12352513096995867	1.0	0.0	"macromolecular complex"
GO:0032993	6178	65	197	4	0.15242353822598223	1.0	4.54931124389748E-156	"protein-DNA complex"
GO:0000226	6178	106	197	4	0.43929055132873196	1.0	4.196252336365329E-232	"microtubule cytoskeleton organization"
GO:0032995	6178	3	197	1	0.09265855830949953	1.0	2.5457658580480047E-11	"regulation of fungal-type cell wall biogenesis"
GO:0000228	6178	308	197	10	0.5238340125994173	1.0	0.0	"nuclear chromosome"
GO:0016614	6178	83	197	1	0.9333349546907981	1.0	1.5704392480038462E-190	"oxidoreductase activity, acting on CH-OH group of donors"
GO:0016616	6178	76	197	1	0.9161092287511854	1.0	2.355873899886469E-177	"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor"
GO:0098542	6178	4	197	1	0.12160532171198857	1.0	1.6490790983396384E-14	"defense response to other organism"
GO:0000245	6178	29	197	3	0.06356909224911922	1.0	1.0978276143602658E-79	"spliceosomal complex assembly"
GO:0016638	6178	11	197	1	0.30006551986175023	1.0	8.048172907631841E-35	"oxidoreductase activity, acting on the CH-NH2 group of donors"
GO:0016641	6178	3	197	1	0.09265855830949953	1.0	2.5457658580480047E-11	"oxidoreductase activity, acting on the CH-NH2 group of donors, oxygen as acceptor"
GO:0000266	6178	7	197	1	0.20304714511826913	1.0	1.4722174544616286E-23	"mitochondrial fission"
GO:0016651	6178	29	197	1	0.6101405664657426	1.0	1.0978276143602658E-79	"oxidoreductase activity, acting on NAD(P)H"
GO:0033036	6178	875	197	27	0.6061937123251172	1.0	0.0	"macromolecule localization"
GO:0098573	6178	62	197	1	0.8672613207103699	1.0	3.9691831844988114E-150	"intrinsic component of mitochondrial membrane"
GO:0016653	6178	8	197	1	0.2284886801057809	1.0	1.908562572615925E-26	"oxidoreductase activity, acting on NAD(P)H, heme protein as acceptor"
GO:0000271	6178	54	197	3	0.2469746789751472	1.0	5.733472914994473E-134	"polysaccharide biosynthetic process"
GO:0000272	6178	20	197	2	0.13222317587894766	1.0	3.8241685939355216E-58	"polysaccharide catabolic process"
GO:0033043	6178	307	197	11	0.38937299138037823	1.0	0.0	"regulation of organelle organization"
GO:0033044	6178	136	197	2	0.9352544213551978	1.0	4.551439590460273E-283	"regulation of chromosome organization"
GO:0000276	6178	6	197	1	0.17677104262214796	1.0	1.2980751612755431E-20	"mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)"
GO:0033045	6178	60	197	1	0.8582808047440471	1.0	3.9276028946387107E-146	"regulation of sister chromatid segregation"
GO:0000278	6178	389	197	9	0.881723909512844	1.0	0.0	"mitotic cell cycle"
GO:0033047	6178	57	197	1	0.8436644496555212	1.0	4.384807891559067E-140	"regulation of mitotic sister chromatid segregation"
GO:0000280	6178	352	197	7	0.9386588866317975	1.0	0.0	"nuclear division"
GO:0000281	6178	66	197	3	0.35214471186639074	1.0	4.91173796985331E-158	"mitotic cytokinesis"
GO:0000282	6178	39	197	1	0.7185592127331891	1.0	3.3015311270238543E-102	"cellular bud site selection"
GO:0016667	6178	38	197	2	0.34302795562902594	1.0	5.197795158947777E-100	"oxidoreductase activity, acting on a sulfur group of donors"
GO:0098589	6178	37	197	1	0.6995930510405641	1.0	8.39991054501658E-98	"membrane region"
GO:0098588	6178	859	197	30	0.32270600256700765	1.0	0.0	"bounding membrane of organelle"
GO:0016670	6178	4	197	1	0.12160532171198857	1.0	1.6490790983396384E-14	"oxidoreductase activity, acting on a sulfur group of donors, oxygen as acceptor"
GO:0016671	6178	11	197	1	0.30006551986175023	1.0	8.048172907631841E-35	"oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor"
GO:0000287	6178	59	197	1	0.8535664039603582	1.0	4.005500352079559E-144	"magnesium ion binding"
GO:0098590	6178	5	197	1	0.14963314024587554	1.0	1.3355029950948291E-17	"plasma membrane region"
GO:0000288	6178	56	197	3	0.26428163040893715	1.0	4.709437528433595E-138	"nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay"
GO:0000289	6178	14	197	1	0.365032403621944	1.0	7.497895487143899E-43	"nuclear-transcribed mRNA poly(A) tail shortening"
GO:0000290	6178	14	197	1	0.365032403621944	1.0	7.497895487143899E-43	"deadenylation-dependent decapping of nuclear-transcribed mRNA"
GO:0000291	6178	19	197	1	0.46024667140139364	1.0	1.1776527184989673E-55	"nuclear-transcribed mRNA catabolic process, exonucleolytic"
GO:0016679	6178	8	197	1	0.2284886801057809	1.0	1.908562572615925E-26	"oxidoreductase activity, acting on diphenols and related substances as donors"
GO:0000295	6178	7	197	1	0.20304714511826913	1.0	1.4722174544616286E-23	"adenine nucleotide transmembrane transporter activity"
GO:0000296	6178	4	197	1	0.12160532171198857	1.0	1.6490790983396384E-14	"spermine transport"
GO:0016681	6178	8	197	1	0.2284886801057809	1.0	1.908562572615925E-26	"oxidoreductase activity, acting on diphenols and related substances as donors, cytochrome as acceptor"
GO:0000297	6178	4	197	1	0.12160532171198857	1.0	1.6490790983396384E-14	"spermine transmembrane transporter activity"
GO:0000301	6178	11	197	2	0.04604474972996193	1.0	8.048172907631841E-35	"retrograde transport, vesicle recycling within Golgi"
GO:0000307	6178	22	197	2	0.1543872073871878	1.0	4.659831018001235E-63	"cyclin-dependent protein kinase holoenzyme complex"
GO:0000313	6178	86	197	2	0.7660167304980926	1.0	4.2609895151956044E-196	"organellar ribosome"
GO:0000314	6178	32	197	1	0.6464292571636638	1.0	1.405935873923537E-86	"organellar small ribosomal subunit"
GO:0000315	6178	48	197	1	0.7901941229653967	1.0	1.6319556419339606E-121	"organellar large ribosomal subunit"
GO:0016705	6178	23	197	1	0.5260763141015289	1.0	1.7410024921125108E-65	"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen"
GO:0000322	6178	262	197	6	0.8491517651254341	1.0	0.0	"storage vacuole"
GO:0000323	6178	262	197	6	0.8491517651254341	1.0	0.0	"lytic vacuole"
GO:0000324	6178	262	197	6	0.8491517651254341	1.0	0.0	"fungal-type vacuole"
GO:0016709	6178	10	197	1	0.27697272257632155	1.0	4.5128300449227395E-32	"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen"
GO:0000329	6178	178	197	4	0.8259959127594864	1.0	0.0	"fungal-type vacuole membrane"
GO:0033100	6178	6	197	1	0.17677104262214796	1.0	1.2980751612755431E-20	"NuA3 histone acetyltransferase complex"
GO:0033101	6178	9	197	1	0.2531220237046921	1.0	2.78396485469723E-29	"cellular bud membrane"
GO:0098655	6178	81	197	4	0.2581204439889856	1.0	8.576110124490997E-187	"cation transmembrane transport"
GO:0016740	6178	876	197	26	0.6870164208374226	1.0	0.0	"transferase activity"
GO:0098660	6178	79	197	4	0.24408519379274235	1.0	4.922224260320552E-183	"inorganic ion transmembrane transport"
GO:0098662	6178	67	197	4	0.16462945733419526	1.0	5.384267735282281E-160	"inorganic cation transmembrane transport"
GO:0016744	6178	6	197	1	0.17677104262214796	1.0	1.2980751612755431E-20	"transferase activity, transferring aldehyde or ketonic groups"
GO:0016746	6178	132	197	6	0.24473699580489722	1.0	1.8567830572986262E-276	"transferase activity, transferring acyl groups"
GO:0016747	6178	106	197	6	0.1218504473504481	1.0	4.196252336365329E-232	"transferase activity, transferring acyl groups other than amino-acyl groups"
GO:0000372	6178	8	197	1	0.2284886801057809	1.0	1.908562572615925E-26	"Group I intron splicing"
GO:0016757	6178	103	197	3	0.6437960263671966	1.0	8.123766712065316E-227	"transferase activity, transferring glycosyl groups"
GO:0016758	6178	81	197	3	0.4805738587019889	1.0	8.576110124490997E-187	"transferase activity, transferring hexosyl groups"
GO:0000375	6178	117	197	9	0.012045528577638267	1.0	3.545202153824399E-251	"RNA splicing, via transesterification reactions"
GO:0000376	6178	8	197	1	0.2284886801057809	1.0	1.908562572615925E-26	"RNA splicing, via transesterification reactions with guanosine as nucleophile"
GO:0000377	6178	110	197	8	0.023717994699635706	1.0	4.281446169344395E-239	"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile"
GO:0016765	6178	45	197	2	0.42308043181541516	1.0	3.625916929173886E-115	"transferase activity, transferring alkyl or aryl (other than methyl) groups"
GO:0098687	6178	146	197	2	0.9506587767619177	1.0	2.271157072141809E-299	"chromosomal region"
GO:0000384	6178	13	197	1	0.34407251480130674	1.0	3.3017518341544422E-40	"first spliceosomal transesterification activity"
GO:0016772	6178	337	197	11	0.5134273722455107	1.0	0.0	"transferase activity, transferring phosphorus-containing groups"
GO:0016773	6178	198	197	6	0.6097520654361288	1.0	0.0	"phosphotransferase activity, alcohol group as acceptor"
GO:0016776	6178	17	197	1	0.4239969194631577	1.0	1.3068419104069593E-50	"phosphotransferase activity, phosphate group as acceptor"
GO:0016779	6178	96	197	4	0.3667259827488283	1.0	2.4956892467085424E-214	"nucleotidyltransferase activity"
GO:0016780	6178	14	197	1	0.365032403621944	1.0	7.497895487143899E-43	"phosphotransferase activity, for other substituted phosphate groups"
GO:0000398	6178	109	197	8	0.022588682816517547	1.0	2.3621906183320795E-237	"mRNA splicing, via spliceosome"
GO:0016787	6178	984	197	26	0.8793759509792549	1.0	0.0	"hydrolase activity"
GO:0016788	6178	296	197	3	0.9965991601237217	1.0	0.0	"hydrolase activity, acting on ester bonds"
GO:0016791	6178	101	197	2	0.8383817421145265	1.0	2.8551376333495984E-223	"phosphatase activity"
GO:0000407	6178	46	197	2	0.43412265997655874	1.0	2.719585500435546E-117	"pre-autophagosomal structure"
GO:0033176	6178	14	197	1	0.365032403621944	1.0	7.497895487143899E-43	"proton-transporting V-type ATPase complex"
GO:0033177	6178	12	197	1	0.3224243803399341	1.0	1.5660462930279868E-37	"proton-transporting two-sector ATPase complex, proton-transporting domain"
GO:0033178	6178	13	197	1	0.34407251480130674	1.0	3.3017518341544422E-40	"proton-transporting two-sector ATPase complex, catalytic domain"
GO:0033180	6178	8	197	1	0.2284886801057809	1.0	1.908562572615925E-26	"proton-transporting V-type ATPase, V1 domain"
GO:0016798	6178	61	197	3	0.30808757787952323	1.0	3.9160473451005534E-148	"hydrolase activity, acting on glycosyl bonds"
GO:0033186	6178	3	197	1	0.09265855830949953	1.0	2.5457658580480047E-11	"CAF-1 complex"
GO:0000422	6178	34	197	2	0.29569783367149044	1.0	4.176802367072219E-91	"mitophagy"
GO:0016810	6178	77	197	4	0.23023290742296576	1.0	2.9728333381028742E-179	"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds"
GO:0016811	6178	41	197	2	0.37786988763158064	1.0	1.436927071006873E-106	"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides"
GO:0000428	6178	106	197	8	0.01942950750342613	1.0	4.196252336365329E-232	"DNA-directed RNA polymerase complex"
GO:0098732	6178	27	197	3	0.053271773635899966	1.0	5.114450318230899E-75	"macromolecule deacylation"
GO:0016814	6178	20	197	1	0.47751106590400466	1.0	3.8241685939355216E-58	"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amidines"
GO:0016817	6178	426	197	13	0.6080028817797504	1.0	0.0	"hydrolase activity, acting on acid anhydrides"
GO:0016818	6178	426	197	13	0.6080028817797504	1.0	0.0	"hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides"
GO:0016820	6178	61	197	2	0.5844787636088213	1.0	3.9160473451005534E-148	"hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances"
GO:0000439	6178	6	197	1	0.17677104262214796	1.0	1.2980751612755431E-20	"core TFIIH complex"
GO:0000447	6178	42	197	2	0.3893182982493444	1.0	9.83394769132953E-109	"endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
GO:0033218	6178	44	197	2	0.411929025231231	1.0	4.9425276540935887E-113	"amide binding"
GO:0000460	6178	86	197	3	0.5208252999241126	1.0	4.2609895151956044E-196	"maturation of 5.8S rRNA"
GO:0000462	6178	100	197	4	0.39592646113124064	1.0	1.7181709441105147E-221	"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
GO:0000463	6178	44	197	1	0.7609225353807076	1.0	4.9425276540935887E-113	"maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
GO:0098771	6178	135	197	2	0.9334859030838782	1.0	2.0223786356652205E-281	"inorganic ion homeostasis"
GO:0000466	6178	86	197	3	0.5208252999241126	1.0	4.2609895151956044E-196	"maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
GO:0098772	6178	295	197	10	0.46809029949638603	1.0	0.0	"molecular function regulator"
GO:0000469	6178	74	197	2	0.6893807618846352	1.0	1.5396963491280211E-173	"cleavage involved in rRNA processing"
GO:0016853	6178	80	197	3	0.4723348433422095	1.0	6.456434510998079E-185	"isomerase activity"
GO:0000470	6178	49	197	1	0.7969366609357496	1.0	1.3044996159050566E-123	"maturation of LSU-rRNA"
GO:0000472	6178	32	197	2	0.2718225407225645	1.0	1.405935873923537E-86	"endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
GO:0098781	6178	57	197	4	0.10748997243185832	1.0	4.384807891559067E-140	"ncRNA transcription"
GO:0016860	6178	23	197	2	0.16572252641671062	1.0	1.7410024921125108E-65	"intramolecular oxidoreductase activity"
GO:0016861	6178	10	197	1	0.27697272257632155	1.0	4.5128300449227395E-32	"intramolecular oxidoreductase activity, interconverting aldoses and ketoses"
GO:0000478	6178	52	197	2	0.49786352436254466	1.0	7.516769299407848E-130	"endonucleolytic cleavage involved in rRNA processing"
GO:0000479	6178	52	197	2	0.49786352436254466	1.0	7.516769299407848E-130	"endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
GO:0000480	6178	31	197	2	0.2598701881298836	1.0	2.7007149428206348E-84	"endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
GO:0016864	6178	8	197	1	0.2284886801057809	1.0	1.908562572615925E-26	"intramolecular oxidoreductase activity, transposing S-S bonds"
GO:0098787	6178	15	197	1	0.3853258196655563	1.0	1.8246014326231625E-45	"mRNA cleavage involved in mRNA processing"
GO:0016866	6178	24	197	1	0.5412449519756484	1.0	6.788636849792917E-68	"intramolecular transferase activity"
GO:0098789	6178	15	197	1	0.3853258196655563	1.0	1.8246014326231625E-45	"pre-mRNA cleavage required for polyadenylation"
GO:0098791	6178	62	197	2	0.5933981064340297	1.0	3.9691831844988114E-150	"Golgi subcompartment"
GO:0016874	6178	143	197	7	0.1713441975929243	1.0	1.6367401135967384E-294	"ligase activity"
GO:0016875	6178	39	197	3	0.12676599873858393	1.0	3.3015311270238543E-102	"ligase activity, forming carbon-oxygen bonds"
GO:0016876	6178	39	197	3	0.12676599873858393	1.0	3.3015311270238543E-102	"ligase activity, forming aminoacyl-tRNA and related compounds"
GO:0033260	6178	39	197	3	0.12676599873858393	1.0	3.3015311270238543E-102	"nuclear DNA replication"
GO:0098797	6178	18	197	1	0.44241480728601223	1.0	3.8180740768516367E-53	"plasma membrane protein complex"
GO:0016877	6178	19	197	2	0.12144125316809334	1.0	1.1776527184989673E-55	"ligase activity, forming carbon-sulfur bonds"
GO:0098796	6178	304	197	9	0.640039421182331	1.0	0.0	"membrane protein complex"
GO:0098798	6178	107	197	3	0.6692955122206055	1.0	7.394581686290755E-234	"mitochondrial protein complex"
GO:0016879	6178	50	197	3	0.21298270773056976	1.0	1.0642026561407865E-125	"ligase activity, forming carbon-nitrogen bonds"
GO:0016880	6178	3	197	1	0.09265855830949953	1.0	2.5457658580480047E-11	"acid-ammonia (or amide) ligase activity"
GO:0098800	6178	71	197	3	0.3958828725483865	1.0	9.01194208235465E-168	"inner mitochondrial membrane protein complex"
GO:0016881	6178	12	197	1	0.3224243803399341	1.0	1.5660462930279868E-37	"acid-amino acid ligase activity"
GO:0098803	6178	27	197	1	0.5839129710492001	1.0	5.114450318230899E-75	"respiratory chain complex"
GO:0098805	6178	515	197	17	0.4781827871344389	1.0	0.0	"whole membrane"
GO:0016884	6178	16	197	1	0.4049738504178478	1.0	4.736917559957599E-48	"carbon-nitrogen ligase activity, with glutamine as amido-N-donor"
GO:0000502	6178	63	197	4	0.14058249657188673	1.0	4.088596151429703E-152	"proteasome complex"
GO:0016887	6178	285	197	9	0.5614917699797456	1.0	0.0	"ATPase activity"
GO:0098813	6178	172	197	4	0.8050902180034916	1.0	0.0	"nuclear chromosome segregation"
GO:0098827	6178	25	197	1	0.5559304808119502	1.0	2.7578147748486836E-70	"endoplasmic reticulum subcompartment"
GO:0033290	6178	11	197	1	0.30006551986175023	1.0	8.048172907631841E-35	"eukaryotic 48S preinitiation complex"
GO:0016925	6178	18	197	1	0.44241480728601223	1.0	3.8180740768516367E-53	"protein sumoylation"
GO:0098852	6178	178	197	4	0.8259959127594864	1.0	0.0	"lytic vacuole membrane"
GO:0098857	6178	21	197	1	0.49422596035240146	1.0	1.3041172535385284E-60	"membrane microdomain"
GO:0033353	6178	5	197	1	0.14963314024587554	1.0	1.3355029950948291E-17	"S-adenosylmethionine cycle"
