ID	Pop.total	Pop.term	Study.total	Study.term	p	p.adjusted	p.min	name
GO:0000000	6178	5560	172	157	0.3399198264258009	1.0	0.0	"root"
GO:0000001	6178	29	172	1	0.559885791820601	1.0	1.0978276143602658E-79	"mitochondrion inheritance"
GO:0000002	6178	45	172	4	0.03564341641821272	1.0	3.625916929173886E-115	"mitochondrial genome maintenance"
GO:0000003	6178	490	172	11	0.814037408515589	1.0	0.0	"reproduction"
GO:0032774	6178	770	172	24	0.3071504281872551	1.0	0.0	"RNA biosynthetic process"
GO:0000011	6178	18	172	2	0.08812429900350435	1.0	3.8180740768516367E-53	"vacuole inheritance"
GO:0000014	6178	7	172	1	0.17942239393114343	1.0	1.4722174544616286E-23	"single-stranded DNA endodeoxyribonuclease activity"
GO:0032784	6178	52	172	1	0.7710917520405071	1.0	7.516769299407848E-130	"regulation of DNA-templated transcription, elongation"
GO:0000018	6178	27	172	1	0.5341975507670966	1.0	5.114450318230899E-75	"regulation of DNA recombination"
GO:0032786	6178	49	172	1	0.7506819941080712	1.0	1.3044996159050566E-123	"positive regulation of DNA-templated transcription, elongation"
GO:0032787	6178	176	172	4	0.7285489067689671	1.0	0.0	"monocarboxylic acid metabolic process"
GO:0016407	6178	61	172	1	0.8228773157589475	1.0	3.9160473451005534E-148	"acetyltransferase activity"
GO:0016409	6178	12	172	1	0.28761289384743444	1.0	1.5660462930279868E-37	"palmitoyltransferase activity"
GO:0016410	6178	51	172	1	0.7644801284212788	1.0	8.85677798026569E-128	"N-acyltransferase activity"
GO:0000027	6178	40	172	1	0.6779525502074119	1.0	2.1511849663005598E-104	"ribosomal large subunit assembly"
GO:0000030	6178	45	172	1	0.7206290270622774	1.0	3.625916929173886E-115	"mannosyltransferase activity"
GO:0000032	6178	23	172	1	0.47826477290476654	1.0	1.7410024921125108E-65	"cell wall mannoprotein biosynthetic process"
GO:0016417	6178	11	172	1	0.2671740978075691	1.0	8.048172907631841E-35	"S-acyltransferase activity"
GO:0000045	6178	29	172	1	0.559885791820601	1.0	1.0978276143602658E-79	"autophagosome assembly"
GO:0000054	6178	49	172	3	0.15511343875493774	1.0	1.3044996159050566E-123	"ribosomal subunit export from nucleus"
